sep_index,pp_index,cdaw_sep_id,timestamp,cdaw_start_time,cdaw_max_time,cdaw_evn_max,cme_id,cme_launch_time,cme_1st_app_time,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,fl_id,fl_start_time,fl_peak_time,fl_rise_time,fl_lon,fl_lat,fl_goes_class,noaa_ar,noaa_ar_uncertain,harpnum,noaa_pf10MeV,ppf_gt10MeV,ppf_gt30MeV,ppf_gt60MeV,ppf_gt100MeV,fluence_gt10MeV,fluence_gt30MeV,fluence_gt60MeV,fluence_gt100MeV,gsep_pf_gt10MeV,gsep_max_time,gsep_fluence_gt10MeV,m_type2_onset_time,dh_type2_onset_time,start_fr,noaa-sep_flag,Inst_category,Comments,Notes,Fe_e_p_shock_notes,gsep_notes,slice_start,slice_end,Flag
gsep_049,psep_058,,9/29/1989 12:00,,,,,,,,,,,,9/29/1989 10:00,9/29/1989 10:05,5,90,-32,X9.8,5698,FALSE,,4500,2434.72,864.37,340.86,148.18,255000000,71300000,22100000,8410000,2960,9/30/1989 2:10,3707494650,,,,1,P,Taken by 5,Brief data gap,,AR & Flare location from Kurt et al. (2004),9/29/1989 0:00,10/1/1989 12:50,1
gsep_050,,,10/6/1989 0:50,,,,,,,,,,,,10/5/1989 19:06,10/5/1989 19:13,7,-39,30,C3.2,5721,FALSE,,22,,,,,,,,,10.9,10/6/1989 8:25,5625273,,,,1,P,,,,AR from LMSAL-HEK; Data corrected for spike,10/5/1989 12:50,10/6/1989 21:40,1
gsep_051,psep_059,,10/19/1989 13:10,,,,,,,,,,,,10/19/1989 12:29,10/19/1989 12:39,10,-9,-25,X13,5747,FALSE,,40000,33667.42,4602.76,963.04,287.19,811000000,120000000,31300000,1760000,42200,10/20/1989 16:00,12070737249,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),10/19/1989 1:10,10/21/1989 12:30,1
gsep_052,psep_060,,10/22/1989 16:30,,,,,,,,,,,,10/22/1989 15:54,10/22/1989 15:58,4,32,-27,M1.3,5747,FALSE,,,4071.13,805.69,218.41,121.08,278000000,56300000,14200000,4800000,5330,10/23/1989 7:15,4405390033,,,,0,P,Taken by 6,,,Flare data from LMSAL-HEK,10/22/1989 4:30,10/24/1989 17:30,1
gsep_053,psep_061,,10/24/1989 19:00,,,,,,,,,,,,10/24/1989 17:36,10/24/1989 17:48,12,57,-29,X3.7,5747,FALSE,,,1975.19,421.96,147.68,68.86,147000000,26100000,8380000,3690000,2530,10/25/1989 2:10,2182571231,,,,0,P,Taken by 6,,,AR & Flare location from Kurt et al. (2004),10/24/1989 7:00,10/26/1989 21:00,1
gsep_054,psep_062,,10/29/1989 6:20,,,,,,,,,,,,10/29/1989 2:21,10/29/1989 4:51,150,,,M4.0,,TRUE,,,23.47,7.14,3.01,1.38,1740000,587000,270000,133000,24.8,10/29/1989 9:50,14974954,,,,0,P,,,,Flare data from LMSAL-HEK; Over the limb event,10/28/1989 18:20,10/30/1989 15:10,1
gsep_055,psep_063,,11/1/1989 19:20,,,,,,,,,,,,11/1/1989 15:11,11/1/1989 15:14,3,-51,-17,C8.4,5772,FALSE,,,4.72,,,,1090000,,,,4.98,11/2/1989 23:10,7859300,,,,0,P,Taken by 4,,,AR from LMSAL-HEK,11/1/1989 7:20,11/3/1989 21:20,0
gsep_056,psep_064,,11/6/1989 18:45,,,,,,,,,,,,11/6/1989 13:43,11/6/1989 13:45,2,-19,20,M9.2,5776,FALSE,,,5.18,,,,577000,,,,5.66,11/7/1989 1:00,4157119,,,,0,P,Taken by 4,,,AR from LMSAL-HEK,11/6/1989 6:45,11/7/1989 19:45,0
gsep_057,psep_065,,11/9/1989 3:40,,,,,,,,,,,,11/8/1989 18:56,11/8/1989 19:02,6,57,20,M9.8,5769,FALSE,,43,14.24,,,,480000,,,,15.5,11/9/1989 4:45,4269123,,,,1,P,,,,AR from LMSAL-HEK,11/8/1989 15:40,11/9/1989 16:50,1
gsep_058,psep_066,,11/15/1989 7:55,,,,,,,,,,,,11/15/1989 6:38,11/15/1989 6:56,18,28,11,X3.2,5786,FALSE,,71,4.85,1.59,0.7,0.32,372000,111000,55700,30800,38.3,11/15/1989 9:05,10019896,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),11/14/1989 19:55,11/15/1989 23:50,1
gsep_058_1,,,11/20/1989 3:00,,,,,,,,,,,,11/20/1989 0:35,11/20/1989 0:38,3,33,-27,M2.1,5793,FALSE,,,,,,,,,,,2.63,11/20/1989 5:35,520525,,,,0,P,,,,Flare data from LMSAL-HEK,11/19/1989 15:00,11/20/1989 15:30,0
gsep_059,psep_067,,11/27/1989 21:40,,,,,,,,,,,,11/25/1989 22:55,11/25/1989 23:24,29,-5,30,X1.0,5800,FALSE,,380,140.78,3.64,0.44,,4610000,205000,78100,,165,11/28/1989 11:05,56423582,,,,1,P,"Taken by 4,5",,,AR from LMSAL-HEK,11/27/1989 9:40,11/29/1989 6:00,1
gsep_060,psep_068,,11/30/1989 14:10,,,,,,,,,,,,11/30/1989 11:45,11/30/1989 12:25,40,52,24,X2.6,5800,FALSE,,7300,2857.19,111.23,5.66,0.88,137000000,6020000,418000,79100,3590,12/1/1989 13:30,2106615060,,,,1,P,,,,AR from LMSAL-HEK,11/30/1989 2:10,12/2/1989 7:15,1
gsep_061,psep_069,,3/19/1990 7:55,,,,,,,,,,,,3/19/1990 4:39,3/19/1990 5:08,29,43,31,X1.5,5969,FALSE,,950,697.29,20.51,1.05,,31400000,605000,89200,,946,3/19/1990 23:15,708575165,,,,1,P,,Brief data gap,,AR from LMSAL-HEK,3/18/1990 19:55,3/20/1990 20:55,1
gsep_062,psep_070,,3/29/1990 9:20,,,,,,,,,,,,3/28/1990 7:31,3/28/1990 7:45,14,37,-4,M4.2,5988,FALSE,,16,2.14,,,,103000,,,,15.9,3/29/1990 10:05,1242374,,,,1,P,,Brief data gap,,AR from LMSAL-HEK,3/28/1990 21:20,3/29/1990 14:50,1
gsep_063,psep_071,,4/7/1990 22:40,,,,,,,,,,,,4/7/1990 15:11,4/7/1990 15:32,21,-62,32,C9.5,6012,FALSE,,18,15.31,,,,1640000,,,,19.2,4/8/1990 13:55,14606106,,,,1,P,Taken by 4,Brief data gap,,AR from LMSAL-HEK,4/7/1990 10:40,4/9/1990 2:45,1
gsep_064,psep_072,,4/11/1990 21:20,,,,,,,,,,,,4/10/1990 11:44,4/10/1990 11:50,6,4,24,M1.1,6007,FALSE,,13,13.54,,,,232000,,,,13.5,4/11/1990 21:20,559983,,,,1,P,Taken by 4,,,AR from LMSAL-HEK,4/11/1990 9:20,4/12/1990 0:05,1
gsep_065,psep_073,,4/17/1990 5:00,,,,,,,,,,,,4/15/1990 2:30,4/15/1990 2:57,17,-54,32,X1.0,6022,FALSE,,12,10.53,,,,1880000,,,,12.1,4/17/1990 7:00,10658594,,,,1,P,Taken by 4,,,AR & Flare location from Kurt et al. (2004),4/16/1990 17:00,4/18/1990 14:00,1
gsep_066,psep_074,,4/28/1990 10:05,,,,,,,,,,,,4/28/1990 0:23,4/28/1990 0:24,1,,,,,TRUE,,150,110.84,9.79,0.99,,4570000,291000,54900,,149,4/28/1990 17:35,71981553,,,,1,P,Probably a limb event ,,,Flare data from Kurt et al. (2004); Over the limb event,4/27/1990 22:05,4/29/1990 11:30,1
gsep_066_1,,,5/7/1990 6:05,,,,,,,,,,,,5/7/1990 0:54,5/7/1990 0:55,1,,,C4.6,6051,FALSE,,,,,,,,,,,6.38,5/8/1990 0:00,1766050,,,,0,P,,,,Beyond Eastern Limb event; Flare data from LMSAL-HEK,5/6/1990 18:05,5/8/1990 6:25,0
gsep_067,psep_075,,5/10/1990 21:10,,,,,,,,,,,,5/10/1990 19:18,5/10/1990 19:30,12,-95,29,X3.4,,TRUE,,,2,,,,209000,,,,1.68,5/11/1990 4:35,975596,,,,0,P,Taken by 4,,,,5/10/1990 9:10,5/11/1990 21:10,0
gsep_068,psep_076,,5/17/1990 18:10,,,,,,,,,,,,5/15/1990 12:46,5/15/1990 13:10,24,-38,42,X1.7,6063,FALSE,,,5.82,,,,754000,,,,6.03,5/19/1990 3:05,6231606,,,,0,P,Taken by 4,,,AR from LMSAL-HEK,5/17/1990 6:10,5/20/1990 12:10,0
gsep_069,psep_077,,5/21/1990 23:55,,,,,,,,,,,,5/21/1990 22:12,5/21/1990 22:17,5,37,34,X5.0,6063,FALSE,,410,333.53,71.91,25.35,10.65,8670000,2280000,816000,352000,409,5/22/1990 7:50,114405872,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),5/21/1990 11:55,5/23/1990 7:25,1
gsep_070,psep_078,,5/24/1990 21:25,,,,,,,,,,,,5/24/1990 20:46,5/24/1990 20:49,3,76,36,X9.3,6063,FALSE,,180,147.53,35.62,20.29,11.34,8380000,2350000,984000,473000,177,5/25/1990 1:15,120854682,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),5/24/1990 9:25,5/26/1990 20:55,1
gsep_071,psep_079,,5/26/1990 21:10,,,,,,,,,,,,5/26/1990 20:45,5/26/1990 20:58,13,104,33,X1.4,,TRUE,,,84.68,33.56,15.96,7.93,3090000,1140000,510000,249000,88.9,5/27/1990 1:20,33669077,,,,0,P,Taken by 4,,,,5/26/1990 9:10,5/27/1990 13:10,1
gsep_072,psep_080,,5/28/1990 5:45,,,,,,,,,,,,5/28/1990 5:15,5/28/1990 5:21,6,121,33,,,TRUE,,45,39.01,12.26,5.21,2.66,4960000,1500000,632000,304000,45.3,5/29/1990 1:00,64375456,,,,1,P,Taken by 6,,,,5/27/1990 17:45,5/30/1990 17:20,1
gsep_073,psep_081,,6/12/1990 11:40,,,,,,,,,,,,6/12/1990 4:29,6/12/1990 4:34,5,33,10,M6.0,6089,FALSE,,79,69.56,2.31,0.48,,2790000,164000,62800,,79.3,6/12/1990 17:00,34639226,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),6/11/1990 23:40,6/13/1990 15:30,1
gsep_074,psep_082,,7/13/1990 14:15,,,,,,,,,,,,7/12/1990 13:41,7/12/1990 13:48,7,11,-10,M1.2,6151,FALSE,,,3.69,,,,215000,,,,3.2,7/13/1990 23:35,1178940,,,,0,P,Taken by 4,Brief data gap,,AR from LMSAL-HEK,7/13/1990 2:15,7/14/1990 15:15,0
gsep_075,psep_083,,7/26/1990 13:30,,,,,,,,,,,,7/25/1990 22:21,7/25/1990 22:32,11,-56,-14,M2.3,6174,FALSE,,21,17.76,2.24,0.78,0.35,2500000,324000,130000,68300,20.9,7/26/1990 23:15,26874377,,,,1,P,Taken by 6,,,AR & Flare location from Kurt et al. (2004),7/26/1990 1:30,7/28/1990 18:55,1
gsep_076,psep_084,,8/1/1990 0:20,,,,,,,,,,,,7/30/1990 6:33,7/30/1990 7:32,59,-45,20,M4.4,6180,FALSE,,230,183.38,6,0.64,,11000000,592000,163000,,227,8/1/1990 20:45,158213672,,,,1,P,Taken by 5,,,AR from LMSAL-HEK,7/31/1990 12:20,8/3/1990 20:00,1
gsep_077,psep_085,,8/12/1990 23:25,,,,,,,,,,,,8/10/1990 18:09,8/10/1990 18:14,5,-72,20,M7.9,6203,FALSE,,,5.03,,,,531000,,,,4.76,8/13/1990 15:05,2232757,,,,0,P,Taken by 4,,,AR from LMSAL-HEK,8/12/1990 11:25,8/14/1990 0:05,0
gsep_077_1,,,10/23/1990 10:30,,,,,,,,,,,,10/23/1990 8:40,10/23/1990 8:53,13,-27,19,C1.8,6331,FALSE,,,,,,,,,,,3.97,10/23/1990 16:55,540769,,,,0,P,,,,Flare data from LMSAL-HEK,10/22/1990 22:30,10/24/1990 0:00,0
gsep_077_2,,,11/10/1990 23:00,,,,,,,,,,,,11/10/1990 11:54,11/10/1990 12:00,6,-17,6,C6.4,6361,FALSE,,,,,,,,,,,1.64,11/11/1990 7:25,326422,,,,0,P,,,,Flare data from LMSAL-HEK,11/10/1990 11:00,11/11/1990 16:00,0
gsep_077_3,,,12/23/1990 10:55,,,,,,,,,,,,12/23/1990 9:43,12/23/1990 10:01,18,70,12,X1.0,6412,FALSE,,,,,,,,,,,5.71,12/23/1990 11:40,566731,,,,0,P,,,,Flare data from LMSAL-HEK,12/22/1990 22:55,12/23/1990 17:00,0
gsep_077_4,,,12/24/1990 16:30,,,,,,,,,,,,12/24/1990 15:33,12/24/1990 15:46,13,80,10,X1.8,6412,FALSE,,,,,,,,,,,2.36,12/25/1990 1:35,974378,,,,0,P,,,,Flare data from LMSAL-HEK,12/24/1990 4:30,12/25/1990 10:35,0
gsep_077_5,,,1/25/1991 14:25,,,,,,,,,,,,1/25/1991 6:23,1/25/1991 6:30,7,-90,-12,X10.0,6471,FALSE,,,,,,,,,,,1.31,1/27/1991 4:25,647843,,,,0,P,,,,Beyond Eastern Limb event; Flare data from LMSAL-HEK,1/25/1991 2:25,1/27/1991 6:00,0
gsep_078,psep_086,,1/27/1991 20:25,,,,,,,,,,,,1/27/1991 14:40,1/27/1991 14:42,2,-59,-14,X1.9,6471,FALSE,,,4.98,,,,638000,,,,5.12,1/28/1991 23:35,3476936,,,,0,P,,,,AR from LMSAL-HEK,1/27/1991 8:25,1/29/1991 4:55,0
gsep_079,psep_087,,1/31/1991 11:30,,,,,,,,,,,,1/31/1991 1:57,1/31/1991 2:00,13,35,17,X1.0,6462,FALSE,,240,200,3.35,0.51,,5970000,176000,75500,,242,1/31/1991 16:20,74003357,,,,1,P,,Brief data gap,,AR & Flare location from Kurt et al. (2004),1/30/1991 23:30,2/1/1991 6:00,1
gsep_080,psep_088,,2/8/1991 8:50,,,,,,,,,,,,2/8/1991 6:29,2/8/1991 7:48,79,,,M4.7,,TRUE,,,8.17,,,,444000,,,,9.46,2/8/1991 11:05,3337710,,,,0,P,,,,Flare location unavailable,2/7/1991 20:50,2/9/1991 1:50,0
gsep_081,psep_089,,2/25/1991 12:10,,,,,,,,,,,,2/25/1991 8:09,2/25/1991 8:22,13,80,-16,X1.2,6497,FALSE,,13,10.73,1.09,,,515000,129000,,,12.8,2/25/1991 13:05,1259301,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),2/25/1991 0:10,2/25/1991 17:00,1
gsep_082,psep_090,,3/12/1991 16:50,,,,,,,,,,,,3/12/1991 12:28,3/12/1991 12:50,22,-59,-7,X1.7,6545,FALSE,,,8.3,1.18,,,1030000,190000,,,9.93,3/13/1991 11:20,10418904,,,,0,P,,Brief data gap,,AR from LMSAL-HEK,3/12/1991 4:50,3/14/1991 18:50,0
gsep_083,psep_091,,3/16/1991 15:00,,,,,,,,,,,,3/16/1991 10:52,3/16/1991 10:54,2,-5,-14,M4.8,6545,FALSE,,,2.26,,,,179000,,,,1.9,3/17/1991 6:05,1191218,,,,0,P,,Brief data gap,,AR from LMSAL-HEK,3/16/1991 3:00,3/18/1991 0:00,0
gsep_084,psep_092,,3/23/1991 8:20,,,,,,,,,,,,3/22/1991 22:43,3/22/1991 22:47,4,-28,-26,X9.4,6555,FALSE,,43000,32113.12,5051.46,492.45,58.54,584000000,81800000,7540000,930000,43500,3/24/1991 3:50,8936072310,,,,1,P,Taken by 6,Brief data gap,,AR from LMSAL-HEK,3/22/1991 20:20,3/24/1991 15:30,1
gsep_085,,,3/29/1991 21:20,,,,,,,,,,,,,,,,,,,TRUE,,20,,,,,,,,,20.4,3/30/1991 3:30,10557033,,,,1,P,,,,Flare location unavailable; Data Gap,3/29/1991 9:20,3/30/1991 13:30,1
gsep_086,psep_093,,3/31/1991 22:55,,,,,,,,,,,,3/31/1991 19:11,3/31/1991 19:16,5,88,-22,X1.0,6555,FALSE,,,3.04,,,,344000,,,,25.5,4/3/1991 9:10,6851015,,,,0,P,,Brief data gap,,AR from LMSAL-HEK,3/31/1991 10:55,4/3/1991 10:05,1
gsep_087,psep_094,,4/3/1991 8:15,,,,,,,,,,,,4/2/1991 22:51,4/2/1991 23:20,29,0,14,M6.1,6562,FALSE,,52,45.61,1.65,,,5090000,409000,,,52.4,4/4/1991 10:00,65432426,,,,1,P,Taken by 5,Brief data gap,,AR & Flare location from Kurt et al. (2004),4/2/1991 20:15,4/6/1991 23:00,1
gsep_088,psep_095,,4/17/1991 3:50,,,,,,,,,,,,4/16/1991 18:50,4/16/1991 18:57,7,46,28,C3.3,6580,FALSE,,,1.3,,,,27100,,,,0.643,4/17/1991 10:20,199071,,,,0,P,,,,AR from LMSAL-HEK,4/16/1991 15:50,4/18/1991 7:50,0
gsep_089,psep_096,,4/22/1991 8:35,,,,,,,,,,,,4/22/1991 7:07,4/22/1991 7:08,1,90,-28,C5.9,6582,FALSE,,,3.93,,,,410000,,,,5.51,4/23/1991 11:00,2645492,,,,0,P,,,,AR from LMSAL-HEK,4/21/1991 20:35,4/23/1991 14:35,0
gsep_090,psep_097,,5/10/1991 6:50,,,,,,,,,,,,5/10/1991 5:06,5/10/1991 5:16,10,,,C5.6,,TRUE,,,4.84,,,,409000,,,,5.16,5/10/1991 22:40,2652873,,,,0,P,,,,Flare location unavailable,5/9/1991 18:50,5/11/1991 15:50,0
gsep_091,psep_098,,5/13/1991 3:00,,,,,,,,,,,,5/13/1991 1:35,5/13/1991 1:44,41,90,-7,M8.2,6615,FALSE,,350,274.11,34.19,8.78,3.36,8820000,972000,227000,85700,358,5/13/1991 9:05,131680359,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),5/12/1991 15:00,5/14/1991 3:10,1
gsep_092,psep_099,,5/18/1991 11:10,,,,,,,,,,,,5/18/1991 5:06,5/18/1991 5:46,40,85,32,X2.8,6619,FALSE,,,6.38,1.18,,,286000,,,,7.8,5/19/1991 3:10,3713711,,,,0,P,,,,AR from LMSAL-HEK,5/17/1991 23:10,5/19/1991 15:35,0
gsep_093,psep_100,,5/19/1991 15:35,,,,,,,,,,,,5/19/1991 13:44,5/19/1991 13:59,15,-17,-11,M1.2,6633,FALSE,,,6.7,,,,380000,,,,7.78,5/20/1991 6:40,5094515,,,,0,P,,,,AR from LMSAL-HEK,5/19/1991 3:35,5/20/1991 20:00,0
gsep_094,psep_101,,5/20/1991 20:00,,,,,,,,,,,,,,,,,,,TRUE,,,4.68,,,,582000,,,,4.69,5/21/1991 11:10,6405690,,,,0,P,No flare reported this day ,,,,5/20/1991 8:00,5/23/1991 8:40,0
gsep_095,psep_102,,5/23/1991 8:55,,,,,,,,,,,,5/23/1991 4:19,5/23/1991 4:32,13,,,C5.1,,TRUE,,,5.79,,,,1130000,,,,5.43,5/23/1991 23:15,4561585,,,,0,P,,,,Flare location unavailable,5/22/1991 20:55,5/24/1991 20:55,0
gsep_096,psep_103,,5/31/1991 12:25,,,,,,,,,,,,5/31/1991 2:32,5/31/1991 2:44,12,-21,7,,6654,FALSE,,22,20.68,1.12,,,1530000,108000,,,22.9,6/1/1991 5:00,46818791,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),5/31/1991 0:25,6/4/1991 13:10,1
gsep_097,,,6/2/1991 16:40,,,,,,,,,,,,6/2/1991 13:50,6/2/1991 14:08,18,20,-8,M2.8,6652,FALSE,,,18,,,,,,,,21.4,6/2/1991 21:15,10525479,,,,0,P,,,,AR & Flare location from Kurt et al. (2004),6/2/1991 4:40,6/3/1991 9:15,1
gsep_098,psep_104,,6/4/1991 13:30,,,,,,,,,,,,6/4/1991 3:37,,,-70,30,X12,6659,FALSE,,,45.61,9.64,3.55,1.53,1720000,373000,137000,58700,94.4,6/4/1991 15:35,32426137,,,,1,P,,,,Flare data from Kurt et al. (2004),6/4/1991 1:30,6/5/1991 13:10,1
gsep_099,psep_105,,6/5/1991 13:10,,,,,,,,,,,,6/5/1991 11:36,6/5/1991 11:48,12,,,C2.9,,TRUE,,,184.24,35.39,8.68,2.65,39200000,7750000,1980000,633000,224,6/7/1991 4:00,594403216,,,,1,P,,,,Flare location unavailable,6/5/1991 1:10,6/11/1991 2:20,1
gsep_100,psep_106,,6/11/1991 2:50,,,,,,,,,,,,6/11/1991 2:09,6/11/1991 2:29,20,17,31,X12,6659,FALSE,,3000,2282.42,448.18,93.99,25.55,96900000,18400000,4250000,1240000,3010,6/11/1991 14:20,1477703774,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),6/10/1991 14:50,6/13/1991 20:30,1
gsep_101,psep_107,,6/14/1991 23:40,,,,,,,,,,,,6/14/1991 22:31,6/14/1991 22:35,4,73,32,C5.7,6659,FALSE,,1400,1029.4,187.98,73.25,39.49,66400000,12600000,3060000,1090000,1420,6/15/1991 19:55,942051042,,,,1,P,,,,Flare data from LMSAL-HEK,6/14/1991 11:40,6/16/1991 18:50,1
gsep_102,psep_108,,6/30/1991 5:55,,,,,,,,,,,,6/29/1991 15:39,6/29/1991 15:42,3,-90,28,M1.6,6703,FALSE,,,21.53,2.91,,,1390000,225000,,,25.9,6/30/1991 20:30,18760850,,,,0,P,Taken by 4,,,AR & Flare data from LMSAL-HEK,6/29/1991 17:55,7/1/1991 7:00,1
gsep_103,psep_109,,7/1/1991 7:00,,,,,,,,,,,,7/1/1991 1:26,7/1/1991 2:34,68,-78,28,M5.8,6703,FALSE,,110,84.37,6.03,0.95,,11400000,902000,189000,,106,7/2/1991 10:10,174578178,,,,1,P,,,,AR & Flare location from Kurt et al. (2004),6/30/1991 19:00,7/5/1991 15:00,1
gsep_104,psep_110,,7/7/1991 4:55,,,,,,,,,,,,7/7/1991 1:20,7/7/1991 1:23,3,0,28,X1.9,6693,FALSE,,2300,2001.58,13.48,,,77600000,781000,,,2310,7/8/1991 16:50,1143448368,,,,1,P,,Brief data gap,,AR & Flare location from Kurt et al. (2004),7/6/1991 16:55,7/9/1991 7:20,1
gsep_105,psep_111,,7/11/1991 2:30,,,,,,,,,,,,7/10/1991 11:59,7/10/1991 12:07,8,-32,-22,M3.6,6718,FALSE,,30,24.38,0.98,,,1500000,118000,,,30.2,7/11/1991 4:50,16222983,,,,1,P,Taken by 5,,,AR & Flare location from Kurt et al. (2004),7/10/1991 14:30,7/12/1991 15:35,1
gsep_105_1,,,8/3/1991 3:20,,,,,,,,,,,,8/3/1991 1:21,8/3/1991 1:23,2,-6,25,M2.9,6757,FALSE,,,,,,,,,,,0.347,8/3/1991 5:50,37623,,,,0,P,,,,Flare data from LMSAL-HEK,8/2/1991 15:20,8/3/1991 11:55,0
gsep_106,psep_112,,8/26/1991 17:40,,,,,,,,,,,,8/25/1991 0:26,8/25/1991 0:49,23,-77,24,X2.1,6805,FALSE,,240,193.86,5.09,0.63,,9120000,437000,173000,,236,8/27/1991 18:30,111465718,,,,1,P,Taken by 5,,,AR & Flare location from Kurt et al. (2004),8/26/1991 5:40,8/28/1991 14:30,1
gsep_107,psep_113,,9/6/1991 9:40,,,,,,,,,,,,9/5/1991 21:21,9/5/1991 22:04,43,37,-19,M2.9,6811,FALSE,,,3.93,,,,283000,,,,3.77,9/6/1991 23:20,2079050,,,,0,P,Taken by 4,,,AR from LMSAL-HEK,9/5/1991 21:40,9/7/1991 20:40,0
gsep_108,psep_114,,10/1/1991 17:40,,,,,,,,,,,,9/29/1991 15:13,9/29/1991 15:31,18,-32,-21,M7.3,6853,FALSE,,12,11.43,1.11,,,1270000,259000,,,12.4,10/1/1991 18:10,5734977,,,,1,P,Taken by 5,Brief data gap,,AR from LMSAL-HEK,10/1/1991 5:40,10/2/1991 14:20,1
gsep_109,psep_115,,10/28/1991 13:00,,,,,,,,,,,,10/27/1991 5:38,10/27/1991 5:49,11,-15,-13,X6.1,6891,FALSE,,40,32.88,,,,423000,,,,39.8,10/28/1991 14:40,3887061,,,,1,P,Taken by 5,,,AR from LMSAL-HEK,10/28/1991 1:00,10/28/1991 22:10,1
gsep_110,psep_116,,10/30/1991 7:45,,,,,,,,,,,,10/30/1991 6:11,10/30/1991 6:21,10,25,-8,X2.5,6891,FALSE,,94,71.84,11.03,4.27,2.02,1970000,520000,212000,,94,10/30/1991 8:10,26439620,,,,1,P,,,,AR from LMSAL-HEK,10/29/1991 19:45,11/1/1991 0:00,1
gsep_110_1,,,11/16/1991 0:25,,,,,,,,,,,,11/15/1991 22:34,11/15/1991 22:38,4,19,-14,X1.5,6919,FALSE,,,,,,,,,,,2.2,11/16/1991 9:55,257304,,,,0,P,,,,Flare data from LMSAL-HEK,11/15/1991 12:25,11/16/1991 12:55,0
gsep_110_2,,,11/17/1991 6:45,,,,,,,,,,,,11/17/1991 1:53,11/17/1991 2:01,18,34,-14,M1.5,6919,FALSE,,,,,,,,,,,1.43,11/17/1991 9:50,431653,,,,0,P,,,,Flare data from LMSAL-HEK,11/16/1991 18:45,11/17/1991 19:45,0
gsep_111,psep_117,,12/21/1991 13:50,,,,,,,,,,,,12/21/1991 8:13,12/21/1991 8:13,0,74,-6,C5.2,6966,FALSE,,,2.03,,,,246000,,,,1.71,12/22/1991 11:15,843407,,,,0,P,Taken by 4,,,AR from LMSAL-HEK,12/21/1991 1:50,12/22/1991 22:50,0
gsep_112,psep_118,,12/29/1991 0:05,,,,,,,,,,,,12/28/1991 21:08,12/28/1991 21:12,4,47,-16,M7.8,6982,FALSE,,,2.73,,,,212000,,,,2.88,12/29/1991 7:40,828441,,,,0,P,Taken by 4,,,AR from LMSAL-HEK,12/28/1991 12:05,12/29/1991 16:55,0
gsep_112_1,,,1/4/1992 5:10,,,,,,,,,,,,1/3/1992 16:25,1/3/1992 17:14,49,-34,-10,M1.3,6993,FALSE,,,,,,,,,,,1.59,1/4/1992 12:40,1144221,,,,0,P,,,,Flare data from LMSAL-HEK,1/3/1992 17:10,1/6/1992 7:05,0
gsep_113,psep_119,,2/7/1992 6:45,,,,,,,,,,,,2/6/1992 9:28,2/6/1992 10:28,60,10,-13,M4.4,7042,FALSE,,78,69.05,1.05,,,3770000,166000,,,77.8,2/7/1992 11:15,47107084,,,,1,P,,,,AR from LMSAL-HEK,2/6/1992 18:45,2/9/1992 7:40,1
gsep_114,psep_120,,2/17/1992 10:05,,,,,,,,,,,,2/17/1992 9:53,2/17/1992 9:57,4,39,12,C3.6,7058,FALSE,,,4.25,,,,92700,,,,4.14,2/17/1992 12:50,451105,,,,0,P,,,,AR from LMSAL-HEK,2/16/1992 22:05,2/17/1992 18:05,0
gsep_115,psep_121,,2/26/1992 5:10,,,,,,,,,,,,2/26/1992 1:41,2/26/1992 1:43,2,90,-16,M1.3,7073,FALSE,,,2.66,,,,145000,,,,1.97,2/26/1992 17:50,589285,,,,0,P,,,,AR from LMSAL-HEK,2/25/1992 17:10,2/26/1992 21:10,0
gsep_116,psep_122,,2/27/1992 10:30,,,,,,,,,,,,2/27/1992 9:22,2/27/1992 12:56,214,2,6,X3.3,7070,FALSE,,,7.08,,,,282000,,,,7.31,2/27/1992 19:05,1882803,,,,0,P,,,,AR from LMSAL-HEK,2/26/1992 22:30,2/27/1992 23:10,0
gsep_116_1,,,3/7/1992 15:50,,,,,,,,,,,,,3/7/1992 2:06,,-23,-82,C5.0,7093,FALSE,,,,,,,,,,,5.78,3/8/1992 10:30,2909305,,,,0,P,,,,Beyond Eastern Limb event; Flare data from LMSAL-HEK,3/7/1992 3:50,3/8/1992 18:00,0
gsep_117,psep_123,,3/16/1992 8:40,,,,,,,,,,,,3/15/1992 1:21,3/15/1992 1:46,25,-29,-14,M7.8,7100,FALSE,,10,9.11,1.61,0.59,,666000,188000,96300,,10.4,3/16/1992 9:00,5031060,,,,1,P,,Brief data gap,,AR from LMSAL-HEK,3/15/1992 20:40,3/17/1992 5:30,1
gsep_118,psep_124,,4/21/1992 1:30,,,,,,,,,,,,4/21/1992 0:48,4/21/1992 0:59,11,-28,-16,C7.1,7135,FALSE,,,2.57,,,,148000,,,,2.15,4/21/1992 2:55,379344,,,,0,P,,,,AR from LMSAL-HEK,4/20/1992 13:30,4/21/1992 9:30,0
