sep_index,pp_index,cdaw_sep_id,timestamp,cdaw_start_time,cdaw_max_time,cdaw_evn_max,cme_id,cme_launch_time,cme_1st_app_time,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,fl_id,fl_start_time,fl_peak_time,fl_rise_time,fl_lon,fl_lat,fl_goes_class,noaa_ar,noaa_ar_uncertain,harpnum,noaa_pf10MeV,ppf_gt10MeV,ppf_gt30MeV,ppf_gt60MeV,ppf_gt100MeV,fluence_gt10MeV,fluence_gt30MeV,fluence_gt60MeV,fluence_gt100MeV,gsep_pf_gt10MeV,gsep_max_time,gsep_fluence_gt10MeV,m_type2_onset_time,dh_type2_onset_time,start_fr,noaa-sep_flag,Inst_category,Comments,Notes,Fe_e_p_shock_notes,gsep_notes,slice_start,slice_end,Flag
gsep_172,psep_175,cdaw_sep_027,10/26/2000 0:40,10/25/2000 13:35,10/26/2000 3:40,15,lasco_3714,10/25/2000 8:43,10/25/2000 8:26,360,360,770,770,gid_soho_5665,10/25/2000 8:45,10/25/2000 11:25,160,,,C4.0,,TRUE,,15,11.82,1.39,,,968000,208000,,,15.4,10/26/2000 3:40,8422472,,10/25/2000 9:30,10000,1,P,Poor fit for CME launch time,,Fe-poor; ;p-rich; no shock passage,Behind Western Limb - SRAG-SEP; Type II Radio burst From CDAW list,10/25/2000 12:40,10/27/2000 6:35,1
gsep_173,psep_176,,10/30/2000 11:40,,,,,,,,,,,gid_soho_5697,10/29/2000 1:28,10/29/2000 1:57,29,-35,-25,M4.4,9209,FALSE,,,4.08,,,,531000,,,,4.35,11/1/2000 3:45,3516659,,,,0,P,LASCO data gap,,,,10/29/2000 23:40,11/1/2000 12:40,0
gsep_174,psep_177,cdaw_sep_028,11/8/2000 23:50,11/8/2000 23:35,11/9/2000 15:55,14800,lasco_3766,11/8/2000 22:42,11/8/2000 23:06,170,170,1738,1738,gid_soho_5736,11/8/2000 22:42,11/8/2000 23:28,46,77,10,M7.4,9213,FALSE,,14800,10989.65,3053.99,650.54,116,708000000,167000000,28800000,4680000,14800,11/9/2000 15:55,10493134599,11/8/2000 23:15,11/8/2000 23:20,4000,1,P,,,Fe-poor; ;p-rich; shock passage,,11/8/2000 11:50,11/10/2000 14:50,1
gsep_175,psep_178,,11/24/2000 8:00,,,,lasco_3848,11/24/2000 5:01,11/24/2000 5:30,360,360,1289,1289,gid_soho_5855,11/24/2000 4:55,11/24/2000 5:02,7,5,23,X2.0,9236,FALSE,,,10.19,2.6,0.94,0.43,194000,61700,24100,10500,12.1,11/24/2000 15:25,2320418,,11/24/2000 5:10,14000,0,P,,,Fe-poor; ;p-rich; no shock passage,,11/23/2000 20:00,11/24/2000 15:50,1
gsep_176,psep_179,cdaw_sep_029,11/24/2000 15:20,11/24/2000 15:15,11/24/2000 21:20,94,lasco_3854,11/24/2000 14:59,11/24/2000 15:30,360,360,1245,1245,gid_soho_5854,11/24/2000 14:51,11/24/2000 15:13,22,7,22,X2.3,9236,FALSE,,94,68.85,10.14,2.35,0.72,2550000,356000,95200,34700,94,11/24/2000 21:20,31282836,11/24/2000 15:07,11/24/2000 15:25,14000,1,P,,,Fe-rich; ;p-rich; ,,11/24/2000 3:20,11/25/2000 8:00,1
gsep_177,psep_180,cdaw_sep_030,11/26/2000 0:05,11/26/2000 1:00,11/26/2000 20:30,942,lasco_3856,11/25/2000 1:04,11/25/2000 1:31,360,360,2519,2519,gid_soho_5864,11/25/2000 0:59,11/25/2000 1:31,32,-50,7,M8.2,9240,FALSE,,942,669.89,53.88,4.52,0.63,23900000,1880000,243000,61100,942,11/26/2000 20:30,400987357,,11/25/2000 1:25,14000,1,P,,,,"Reported in Dierckxsens et al. (2015) with Flare Coordinates (-50, -7); Type II Radio burst From CDAW list",11/25/2000 12:05,11/28/2000 2:05,1
gsep_178,psep_181,,1/21/2001 19:20,,,,lasco_4050,1/21/2001 18:49,1/20/2001 21:30,360,360,1507,1507,,1/20/2001 21:06,1/20/2001 21:20,14,-46,-7,M7.7,9313,FALSE,,,3.42,1.01,0.55,,563000,222000,122000,,3.17,1/22/2001 13:50,3217479,,1/20/2001 21:30,14000,0,P,,,,Type II Radio burst From CDAW list,1/21/2001 7:20,1/23/2001 20:40,0
gsep_179,psep_182,cdaw_sep_031,1/28/2001 20:25,1/28/2001 17:15,1/29/2001 6:55,49,lasco_4078,1/28/2001 15:51,1/28/2001 15:54,360,360,916,916,gid_soho_6308,1/28/2001 15:40,1/28/2001 16:00,20,59,-4,M1.5,9313,TRUE,,49,36.73,4.5,1.02,0.45,2360000,377000,140000,66800,48.9,1/29/2001 6:55,32030673,,1/28/2001 15:45,14000,1,P,,,Fe-rich; ;p-rich; ,CME and Flare location verified by SRAG-SEP List,1/28/2001 8:25,1/30/2001 10:25,1
gsep_179_1,,,2/26/2001 9:00,,,,,,2/26/2001 5:30,152,,851,,,2/26/2001 5:14,2/26/2001 7:41,147,90,-4,C1.6,9354,FALSE,,,,,,,,,,,2.15,2/26/2001 19:30,581536,,,,0,P,,,,Flare data from LMSAL-HEK,2/25/2001 21:00,2/27/2001 1:50,0
gsep_180,psep_183,,3/26/2001 18:45,,,,,,3/26/2001 13:50,55,360,541,677,,3/26/2001 13:03,3/26/2001 13:26,23,-27,15,M2.2,9393,FALSE,,,5.96,,,,248000,,,,6.61,3/27/2001 17:45,2182514,,,,0,P,,,,Probable ESP - SRAG-SEP,3/26/2001 6:45,3/28/2001 0:05,0
gsep_181,psep_184,cdaw_sep_032,3/29/2001 16:35,3/29/2001 12:15,3/30/2001 6:10,35,lasco_4323,3/29/2001 9:40,3/29/2001 10:26,360,360,942,942,gid_soho_6563,3/29/2001 9:57,3/29/2001 10:15,18,19,20,X1.7,9393,FALSE,,35,26.65,3.17,0.83,,2750000,357000,121000,,35.4,3/30/2001 6:10,41077329,3/29/2001 10:03,3/29/2001 10:12,4000,1,P,,,Fe-rich; ;p-rich; ,Updated AR from SRAG-SEP,3/29/2001 4:35,3/31/2001 15:00,1
gsep_182,psep_185,,4/2/2001 11:20,,,,lasco_4346,4/2/2001 10:58,4/2/2001 11:26,80,50,992,992,gid_soho_6607,4/2/2001 10:58,4/2/2001 11:36,38,62,17,X1.1,9393,TRUE,,,832.63,128.45,14.51,2.18,39300000,5150000,823000,213000,4.16,4/2/2001 19:05,1302678,,4/2/2001 11:30,14000,0,P,,,Fe-rich; ;p-rich; ,Updated AR from SRAG-SEP; PSEP records the peak flux including the peak of the next event; Type II Radio burst From CDAW list,4/1/2001 23:20,4/2/2001 23:00,0
gsep_183,psep_186,cdaw_sep_033,4/2/2001 23:40,4/2/2001 23:10,4/3/2001 7:45,1110,lasco_4349,4/2/2001 21:38,4/2/2001 22:06,244,100,2505,2505,gid_soho_6605,4/2/2001 21:32,4/2/2001 21:51,19,78,17,X20,9393,FALSE,,1110,832.63,128.45,14.51,2.18,38100000,4890000,703000,150000,1110,4/3/2001 7:45,617818700,4/2/2001 21:52,4/2/2001 22:05,14000,1,P,,,Fe-rich; ;p-rich; ,,4/2/2001 11:40,4/5/2001 13:45,1
gsep_184,psep_187,,4/9/2001 16:05,,,,lasco_4378,4/9/2001 15:22,4/9/2001 15:54,360,360,1192,1192,gid_soho_6643,4/9/2001 15:20,4/9/2001 15:34,14,4,-21,M7.9,9415,FALSE,,,5.99,2.37,1.06,0.55,252000,99900,43600,19600,5.89,4/9/2001 23:35,2643888,,4/9/2001 15:53,12000,0,P,,,Fe-rich; ;p-rich; ,Type II Radio burst From CDAW list,4/9/2001 4:05,4/10/2001 7:45,0
gsep_185,psep_188,cdaw_sep_034,4/10/2001 8:50,4/10/2001 8:15,4/11/2001 20:55,118,lasco_4382,4/10/2001 5:16,4/10/2001 5:30,360,360,2411,2411,gid_soho_6649,4/10/2001 5:06,4/10/2001 5:26,20,9,-23,X2.3,9415,FALSE,,355,249.42,9.3,1.44,,13700000,1040000,160000,,355,4/11/2001 20:55,233110573,4/10/2001 5:13,4/10/2001 5:24,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,4/9/2001 20:50,4/12/2001 11:00,1
gsep_186,psep_189,cdaw_sep_035,4/12/2001 11:20,4/12/2001 11:40,4/12/2001 18:00,51,lasco_4389,4/12/2001 10:01,4/12/2001 10:31,360,360,1184,1184,gid_soho_6664,4/12/2001 9:39,4/12/2001 10:28,49,43,-19,X2.0,9415,FALSE,,51,41.31,10.31,2.68,0.86,2430000,526000,176000,72800,50.5,4/12/2001 18:00,25368863,4/12/2001 10:18,4/12/2001 10:20,14000,1,P,,,Fe-rich; ;p-rich; ,,4/11/2001 23:20,4/13/2001 6:00,1
gsep_187,psep_190,cdaw_sep_036,4/15/2001 14:10,4/15/2001 14:00,4/15/2001 19:20,951,lasco_4404,4/15/2001 13:22,4/15/2001 14:06,167,167,1199,1199,gid_soho_6673,4/15/2001 13:19,4/15/2001 13:50,31,85,-20,X14.4,9415,FALSE,,951,825.07,379.93,200.66,105.45,36100000,9790000,3720000,1560000,951,4/15/2001 19:20,491740052,4/15/2001 13:48,4/15/2001 14:05,14000,1,P,,,Fe-rich; ;p-rich; ,,4/15/2001 2:10,4/16/2001 23:50,1
gsep_188,psep_191,cdaw_sep_037,4/18/2001 3:15,4/18/2001 3:00,4/18/2001 10:45,321,lasco_4410,4/18/2001 2:06,4/18/2001 2:30,360,360,2465,2465,gid_soho_6694,4/18/2001 2:11,4/18/2001 2:14,3,115,-20,C2.2,9415,FALSE,,321,257.46,63.03,19.3,7.32,11500000,2560000,766000,277000,321,4/18/2001 10:45,171161885,4/18/2001 2:17,,,1,P,,,Fe-rich; ;p-rich; ,AR verified by SRAG-SEP List,4/17/2001 15:15,4/19/2001 12:05,1
gsep_189,psep_192,cdaw_sep_038,4/28/2001 4:30,4/27/2001 1:05,4/28/2001 5:00,8,lasco_4445,4/26/2001 11:40,4/26/2001 12:30,360,360,1006,1006,gid_soho_6757,4/26/2001 11:26,4/26/2001 13:12,106,31,17,M7.8,9433,FALSE,,57,43.12,,,,479000,,,,57.5,4/28/2001 5:00,2303020,4/26/2001 13:35,4/26/2001 12:40,5000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,CME Speed as in SRAG-SEP,4/27/2001 16:30,4/28/2001 15:25,1
gsep_190,psep_193,cdaw_sep_039,5/7/2001 19:15,5/7/2001 14:00,5/8/2001 7:55,30,lasco_4490,5/7/2001 11:44,5/7/2001 12:06,205,286,1223,1223,,,,,,,,,TRUE,,30,21.71,1.61,0.67,,1700000,280000,141000,,30,5/8/2001 7:55,21706240,,,,1,P,,,Fe-rich; ;p-rich; ,,5/7/2001 7:15,5/9/2001 7:20,1
gsep_191,psep_194,,5/20/2001 6:55,,,,lasco_4544,5/20/2001 5:17,5/20/2001 6:26,179,179,546,546,gid_soho_6895,5/20/2001 6:00,5/20/2001 6:03,3,94,-17,M6.4,9455,TRUE,,,8.4,2.92,1.25,0.57,433000,170000,75700,35900,9.16,5/20/2001 14:10,3948646,,,,0,P,,,Fe-rich; ;p-rich; ,Behind Western Limb - SRAG-SEP,5/19/2001 18:55,5/21/2001 6:55,0
gsep_192,psep_195,cdaw_sep_040,6/15/2001 17:50,6/15/2001 16:25,6/16/2001 0:05,27,lasco_4663,6/15/2001 15:17,6/15/2001 15:56,360,360,1701,1701,gid_soho_7067,6/15/2001 16:15,,,115,-8,,9494,FALSE,,27,20.2,3.67,0.96,0.7,1610000,308000,138000,71800,26.8,6/16/2001 0:05,18710182,6/15/2001 15:33,,,1,P,,,Fe-poor; ;p-rich; no shock passage,,6/15/2001 5:50,6/17/2001 1:25,1
gsep_193,psep_196,cdaw_sep_041,8/10/2001 10:20,8/9/2001 19:30,8/10/2001 11:55,17,lasco_4811,8/9/2001 9:57,8/9/2001 10:30,175,285,479,479,gid_soho_7331,8/9/2001 10:57,8/9/2001 11:22,25,14,11,C3.7,,TRUE,,17,13.29,1.26,,,621000,152000,,,17,8/10/2001 11:55,4668990,,,,1,P,,,,Filament Eruption - SRAG-SEP,8/9/2001 22:20,8/11/2001 3:05,1
gsep_194,psep_197,cdaw_sep_042,8/16/2001 1:35,8/16/2001 0:45,8/16/2001 3:55,493,lasco_4839,8/15/2001 23:30,8/15/2001 23:54,360,180,1575,1575,,,,,180,-20,,9557,FALSE,,493,523.8,218.88,52.64,11.25,21200000,6390000,1780000,563000,493,8/16/2001 3:55,243627871,,,,1,P,,,Fe-poor; ;p-rich; shock passage,Behind Western Limb - SRAG-SEP,8/15/2001 13:35,8/17/2001 18:00,1
gsep_195,psep_198,cdaw_sep_043,9/15/2001 14:35,9/15/2001 12:05,9/15/2001 14:55,12,lasco_5007,9/15/2001 10:17,9/15/2001 11:54,130,248,478,478,gid_soho_7656,9/15/2001 11:04,9/15/2001 11:28,24,49,-21,M1.5,9608,FALSE,,12,9.49,1.49,0.67,,329000,111000,59200,,11.6,9/15/2001 14:55,2390124,9/15/2001 11:29,9/15/2001 11:50,14000,1,P,,,,,9/15/2001 2:35,9/16/2001 0:10,1
gsep_196,psep_199,cdaw_sep_044,9/24/2001 12:15,9/24/2001 11:40,9/25/2001 22:35,1820,lasco_5059,9/24/2001 10:16,9/24/2001 10:30,360,360,2402,2402,gid_soho_7751,9/24/2001 9:32,9/24/2001 10:38,66,-23,-16,X2.6,9632,TRUE,,12900,9235.54,776.03,70.5,10.56,436000000,58600000,6780000,928000,12900,9/25/2001 22:35,7180704776,,9/24/2001 10:45,7000,1,P,,,Fe-poor; ;p-rich; shock passage,Type II Radio burst From CDAW list,9/24/2001 0:15,9/27/2001 22:35,1
gsep_197,psep_200,cdaw_sep_045,10/1/2001 13:20,10/1/2001 12:15,10/2/2001 8:10,2360,lasco_5098,10/1/2001 5:20,10/1/2001 5:30,360,360,1405,1405,gid_soho_7794,10/1/2001 4:41,10/1/2001 5:15,34,79,-17,M9.1,9628,TRUE,,2360,1602.2,101.93,3.21,,54300000,4240000,423000,,2360,10/2/2001 8:10,908976103,,10/1/2001 7:00,1000,1,P,,,Fe-poor; ;p-rich; shock passage,Flare location verified by SRAG-SEP List; Type II Radio burst From CDAW list,10/1/2001 1:20,10/3/2001 15:20,1
gsep_198,psep_201,,10/9/2001 17:00,,,,lasco_5138,10/9/2001 10:29,10/9/2001 11:30,360,360,973,973,gid_soho_7844,10/9/2001 10:46,10/9/2001 11:13,27,-8,-28,M1.4,9653,FALSE,,,5.01,,,,686000,,,,5.4,10/10/2001 8:50,3292486,,10/9/2001 11:15,8000,0,P,,,,Type II Radio burst From CDAW list,10/9/2001 5:00,10/10/2001 17:30,0
gsep_199,psep_202,,10/19/2001 1:55,,,,lasco_5178,10/19/2001 0:05,10/19/2001 1:27,360,360,558,558,gid_soho_7927,10/19/2001 0:47,10/19/2001 1:05,18,18,16,X1.6,9661,FALSE,,,6.17,1.81,0.74,,239000,75500,31900,,6.65,10/19/2001 6:45,2824801,,10/19/2001 1:15,14000,0,P,,,,Type II Radio burst From CDAW list,10/18/2001 13:55,10/19/2001 17:35,0
gsep_200,psep_203,cdaw_sep_046,10/19/2001 19:35,10/19/2001 18:00,10/19/2001 22:30,12,lasco_5182,10/19/2001 16:07,10/19/2001 16:50,360,360,901,901,gid_soho_7917,10/19/2001 16:13,10/19/2001 16:30,17,29,15,X1.6,9661,FALSE,,12,9.53,2.42,0.78,,833000,235000,111000,,11.7,10/19/2001 22:30,6770007,10/19/2001 16:24,10/19/2001 16:45,14000,1,P,,,Fe-poor; ;p-rich; shock passage,,10/19/2001 7:35,10/20/2001 18:25,1
gsep_201,psep_204,cdaw_sep_047,10/22/2001 19:10,10/22/2001 16:45,10/22/2001 21:30,24,lasco_5194,10/22/2001 14:39,10/22/2001 15:06,360,360,1336,1336,gid_soho_7950,10/22/2001 14:27,10/22/2001 15:08,41,-18,-21,M6.7,9672,FALSE,,24,20.59,4.57,1.61,0.73,1520000,548000,243000,115000,24.2,10/22/2001 21:30,5765061,10/22/2001 14:53,10/22/2001 15:15,8000,1,P,,,Fe-rich; ;p-rich; ,Reported in Dierckxsens et al. (2015),10/22/2001 7:10,10/23/2001 5:05,1
gsep_201_1,,,10/28/2001 3:00,,,,,,,,,,,,10/28/2001 2:30,10/28/2001 2:44,14,-40,12,C5.9,,TRUE,,,,,,,,,,,2.87,10/28/2001 7:20,469716,,,,0,P,,,,Flare data from LMSAL-HEK,10/27/2001 15:00,10/28/2001 14:00,0
gsep_202,psep_205,cdaw_sep_048,11/4/2001 17:05,11/4/2001 16:40,11/6/2001 2:15,31700,lasco_5268,11/4/2001 16:05,11/4/2001 16:35,360,360,1810,1810,gid_soho_8088,11/4/2001 16:03,11/4/2001 16:20,17,18,6,X1.0,9684,FALSE,,31700,23895.46,4253.31,596.06,86.64,914000000,166000000,21000000,3050000,39900,11/6/2001 2:15,12345664808,11/4/2001 16:10,11/4/2001 16:30,14000,1,S,,,Fe-poor; ;p-rich; shock passage,,11/4/2001 5:05,11/7/2001 7:05,1
gsep_203,psep_206,cdaw_sep_049,11/19/2001 12:30,11/17/2001 8:50,11/20/2001 0:10,34,lasco_5296,11/17/2001 4:40,11/17/2001 5:30,360,360,1379,1379,gid_soho_8223,11/17/2001 4:49,11/17/2001 5:25,36,-42,-13,M2.8,9704,FALSE,,34,22.83,,,,2370000,,,,34.5,11/20/2001 0:10,21698440,11/17/2001 5:00,11/17/2001 5:35,11000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,11/19/2001 0:30,11/21/2001 0:00,1
gsep_204,,cdaw_sep_050,11/22/2001 23:20,11/22/2001 21:15,11/23/2001 0:55,25,lasco_5318,11/22/2001 20:07,11/22/2001 20:30,360,,1443,,gid_soho_8259,11/22/2001 20:18,11/22/2001 20:36,18,67,-25,M3.7,9704,FALSE,,25,,,,,,,,,24.8,11/23/2001 0:55,1253118,11/22/2001 20:22,11/22/2001 20:50,8000,1,P,,,,,11/22/2001 11:20,11/23/2001 1:00,1
gsep_205,psep_207,cdaw_sep_051,11/23/2001 1:05,11/23/2001 1:05,11/23/2001 14:00,4800,lasco_5319,11/22/2001 22:48,11/22/2001 23:30,360,360,1443,1443,gid_soho_8260,11/22/2001 22:32,11/22/2001 23:30,58,34,-15,M9.9,9704,FALSE,,4800,13285.65,633.44,26.25,1.84,457000000,37500000,2260000,292000,21400,11/24/2001 5:55,5515515402,11/22/2001 22:31,11/22/2001 22:40,14000,1,S,,,,Flare location verified by SRAG-SEP List,11/22/2001 13:05,11/25/2001 0:00,1
gsep_206,psep_208,,12/11/2001 16:15,,,,lasco_5391,12/11/2001 9:36,12/11/2001 9:54,121,121,891,891,gid_soho_8434,12/11/2001 7:58,12/11/2001 8:08,10,-41,16,X2.8,9733,FALSE,,,2.42,,,,214000,,,,1.8,12/12/2001 10:40,630444,,,,0,P,,,,,12/11/2001 4:15,12/12/2001 16:45,0
gsep_207,psep_209,cdaw_sep_052,12/26/2001 6:05,12/26/2001 5:50,12/26/2001 11:15,780,lasco_5457,12/26/2001 4:57,12/26/2001 5:30,212,212,1446,1446,gid_soho_8531,12/26/2001 4:32,12/26/2001 5:40,68,54,8,M7.1,9742,FALSE,,780,615.04,258.42,78.27,22.36,23100000,4800000,1170000,329000,780,12/26/2001 11:15,336965971,12/26/2001 5:02,12/26/2001 5:20,14000,1,P,,,Fe-rich; ;p-rich; ,,12/25/2001 18:05,12/27/2001 15:35,1
gsep_208,psep_210,cdaw_sep_053,12/29/2001 5:10,12/29/2001 1:50,12/29/2001 8:15,76,lasco_5470,12/28/2001 20:01,12/28/2001 20:30,360,120,2216,2216,gid_soho_8552,12/28/2001 20:02,12/28/2001 20:45,43,-100,-23,X3.4,9767,FALSE,,76,54.9,3.44,,,1840000,237000,,,76.2,12/29/2001 8:15,19082310,12/29/2001 19:59,12/28/2001 20:35,14000,1,P,,,,Probable ESP - SRAG-SEP; Type II Radio burst From CDAW list,12/28/2001 17:10,12/30/2001 0:40,1
gsep_209,psep_211,cdaw_sep_054,12/30/2001 21:20,12/30/2001 21:25,12/31/2001 16:20,108,,,,,,,,,12/30/2001 13:36,12/30/2001 13:48,12,43,3,C3.2,9751,FALSE,,108,75.92,4.52,0.87,,14700000,1160000,397000,,108,12/31/2001 16:20,211142170,,,,1,P,,,,Flare data from LMSAL-HEK; Probable ESP - SRAG-SEP,12/30/2001 9:20,1/3/2002 20:45,1
gsep_210,psep_212,cdaw_sep_055,1/10/2002 20:45,1/10/2002 8:40,1/11/2002 5:30,92,lasco_5502,1/8/2002 17:41,1/8/2002 17:54,360,,1794,,gid_soho_8635,1/8/2002 17:14,1/8/2002 20:25,51,-90,,C9.6,,TRUE,,92,65.11,2.71,,,6800000,494000,,,91.8,1/11/2002 5:30,101101214,,,,1,P,,,,Filament Eruption - SRAG-SEP,1/10/2002 8:45,1/13/2002 12:20,1
gsep_211,psep_213,cdaw_sep_056,1/15/2002 14:35,1/15/2002 5:35,1/15/2002 20:00,15,lasco_5528,1/14/2002 5:25,1/14/2002 5:35,360,360,1492,1492,gid_soho_8669,1/14/2002 5:29,1/14/2002 6:27,58,116,-18,M4.4,9767,FALSE,,15,12.22,1.81,,,2270000,411000,,,15.4,1/15/2002 20:00,13803831,1/14/2002 6:08,1/14/2002 6:25,12000,1,P,Poor fit for CME launch time,,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List; Behind Western Limb,1/15/2002 2:35,1/16/2002 19:00,1
gsep_212,psep_214,,1/27/2002 13:55,,,,lasco_5572,1/27/2002 11:57,1/27/2002 12:30,360,360,1136,1136,,,,,113,21,,9795,FALSE,,,7.6,1.79,0.65,,224000,72200,35400,,9.02,1/27/2002 17:10,1864002,,,,0,P,,,Fe-rich; ;p-rich; ,Flare location verified by SRAG-SEP List; Behind Western Limb,1/27/2002 1:55,1/28/2002 0:05,0
gsep_213,,cdaw_sep_057,2/20/2002 7:30,2/20/2002 6:45,2/20/2002 7:55,13,lasco_5639,2/20/2002 5:44,2/20/2002 6:30,360,360,952,952,gid_soho_8904,2/20/2002 5:52,2/20/2002 6:12,20,72,12,M5.1,9825,FALSE,,13,,,,,,,,,13.5,2/20/2002 7:55,898973,2/20/2002 6:15,,,1,P,,,,Flare location verified by SRAG-SEP List,2/19/2002 19:30,2/20/2002 10:55,1
gsep_214,psep_215,cdaw_sep_058,3/17/2002 8:20,3/16/2002 8:25,3/17/2002 8:50,13,lasco_5760,3/15/2002 22:10,3/15/2002 23:06,360,360,957,957,gid_soho_9055,3/15/2002 22:09,3/15/2002 23:10,61,3,-8,M2.2,9866,FALSE,,13,38.94,2.41,0.78,,3170000,382000,176000,,13.4,3/17/2002 8:50,5427579,,3/15/2002 22:45,14000,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,Type II Radio burst From CDAW list,3/16/2002 20:20,3/18/2002 6:35,1
gsep_215,,cdaw_sep_059,3/18/2002 6:45,3/18/2002 6:45,3/19/2002 6:50,53,lasco_5777,3/18/2002 2:21,3/18/2002 2:54,360,360,989,989,gid_soho_9075,3/18/2002 2:16,3/18/2002 2:31,15,30,-10,M1.0,9866,FALSE,,53,,,,,,,,,53.1,3/19/2002 6:50,38202169,,3/18/2002 2:55,14000,1,P,,,,Type II Radio burst From CDAW list,3/17/2002 18:45,3/20/2002 12:45,1
gsep_216,psep_216,cdaw_sep_060,3/20/2002 15:10,3/20/2002 13:20,3/20/2002 15:25,20,,,,,,,,,,,,,,,,TRUE,,20,15.45,,,,498000,,,,19.8,3/20/2002 15:25,3742919,,,,1,P,,,,Flare location removed in SRAG-SEP List; Probable ESP - SRAG-SEP,3/20/2002 3:10,3/21/2002 5:25,1
gsep_217,psep_217,cdaw_sep_061,3/22/2002 20:20,3/22/2002 13:50,3/23/2002 13:20,16,lasco_5802,3/22/2002 10:45,3/22/2002 11:06,360,130,1750,1750,gid_soho_9096,3/22/2002 10:12,3/22/2002 11:14,62,92,-9,M1.6,9866,FALSE,,16,12.21,,,,942000,,,,16.2,3/23/2002 13:20,10569545,3/22/2002 10:47,3/22/2002 11:30,14000,1,P,,,Fe-poor; ;p-rich; shock passage,Flare location verified by SRAG-SEP List; Halo-CME,3/22/2002 8:20,3/24/2002 7:15,1
gsep_218,psep_218,cdaw_sep_062,4/17/2002 15:30,4/17/2002 11:35,4/17/2002 15:40,24,lasco_5955,4/17/2002 7:50,4/17/2002 8:26,360,360,1240,1240,gid_soho_9312,4/17/2002 7:46,4/17/2002 8:24,38,34,-14,M2.6,9906,FALSE,,24,18.58,1.67,0.64,,1060000,239000,127000,,24.1,4/17/2002 15:40,7952477,4/17/2002 8:08,4/17/2002 8:30,5000,1,P,,,Fe-poor; ;p-rich; shock passage,,4/17/2002 3:30,4/18/2002 12:10,1
gsep_218_1,,,4/19/2002 5:00,,,,,,,,,,,,4/18/2002 22:56,4/18/2002 23:00,4,55,-13,,9906,FALSE,,,,,,,,,,,5.96,4/19/2002 8:35,2063231,,,,0,P,,,,Flare data from NOAA-NDGC,4/18/2002 17:00,4/20/2002 0:00,0
gsep_219,psep_219,cdaw_sep_063,4/21/2002 2:25,4/21/2002 1:45,4/21/2002 23:20,2520,lasco_5977,4/21/2002 1:11,4/21/2002 1:27,360,360,2393,2393,gid_soho_9343,4/21/2002 0:43,4/21/2002 1:51,68,84,-14,X1.5,9906,FALSE,,2520,1822.47,406.24,57,7.59,177000000,33600000,4400000,648000,2520,4/21/2002 23:20,2716682445,4/21/2002 1:19,4/21/2002 1:30,10000,1,P,,,Fe-poor; ;p-rich; shock passage,,4/20/2002 14:25,4/23/2002 16:10,1
gsep_220,psep_220,cdaw_sep_064,5/22/2002 17:55,5/22/2002 7:10,5/23/2002 10:55,130,lasco_6147,5/22/2002 3:15,5/22/2002 3:50,120,120,1557,1557,gid_soho_9549,5/22/2002 3:18,5/22/2002 3:54,36,53,-22,C5.0,9948,TRUE,,820,574.35,7.09,,,6480000,399000,,,820,5/23/2002 10:55,96060353,,,,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,Filament Eruption - SRAG-SEP,5/22/2002 5:55,5/24/2002 0:25,1
gsep_221,psep_221,cdaw_sep_065,7/7/2002 18:30,7/7/2002 12:45,7/7/2002 19:55,23,lasco_6319,7/7/2002 10:56,7/7/2002 11:30,228,85,1423,1423,gid_soho_9766,7/7/2002 11:15,7/7/2002 11:43,28,109,-18,M1.0,10017,FALSE,,23,17.26,2.56,0.78,,1500000,489000,246000,,22.6,7/7/2002 19:55,9245029,,7/7/2002 11:35,14000,1,P,,,Fe-poor; ;p-rich; no shock passage,Flare location verified by SRAG-SEP List; Behind Western Limb; Type II Radio burst From CDAW list,7/7/2002 6:30,7/8/2002 13:05,1
gsep_222,psep_222,cdaw_sep_066,7/16/2002 17:50,7/16/2002 10:15,7/17/2002 16:00,57,lasco_6364,7/15/2002 19:39,7/15/2002 20:30,360,360,1151,1151,gid_soho_9818,7/15/2002 19:59,7/15/2002 20:08,9,1,19,X3.0,10030,FALSE,,234,163.94,3.4,0.83,,6720000,441000,158000,,234,7/17/2002 16:00,105228890,,,,1,P,,,Fe-poor; ; ; slow rise-peak at the shock,,7/16/2002 5:50,7/19/2002 0:30,1
gsep_223,,cdaw_sep_067,7/19/2002 10:50,7/19/2002 8:20,7/19/2002 10:10,14,,,,,,,,,,,,,,,,TRUE,,14,,,,,,,,,13,7/19/2002 15:15,3772279,,,,1,P,"Taken from CDAW -    SOHO shock 19/09:36 UT (unrelated, ?), ACE shock 19/14:50 UT (unrelated, 18/08:06 HCME)",,,Probable ESP - SRAG-SEP,7/18/2002 22:50,7/20/2002 5:10,1
