run_id,proximity_weight,sparsity_weight,diversity_weight,l0_penalty_weight,ordering_penalty,proximity,sparsity,diversity_mean_pairwise_l1,diversity_stddev
280,1.0,1.0,10,1,1,921.9864281797296,928.0,3.953855116570813,1.3468992657986578
281,1.0,1.0,10,1,10,924.5364286513726,928.0,1.572401812936755,0.6053654913925975
282,1.0,1.0,10,1,100,639.101399639904,927.6,216.64549458745904,39.61616535350225
283,1.0,1.0,10,10,1,922.4411833663056,928.0,3.2570593997468014,1.0605570631698316
284,1.0,1.0,10,10,10,652.2585594388762,927.2,203.38900761073072,32.16777175476965
285,1.0,1.0,10,10,100,920.1499338050976,928.0,2.8565938131951074,1.503619336729798
286,1.0,1.0,10,100,1,923.3274434479396,928.0,2.342360859227018,1.0310445719996129
287,1.0,1.0,10,100,10,924.061201819476,928.0,1.8512748454047807,0.8167239784640465
288,1.0,1.0,10,100,100,920.5303945266336,928.0,2.9767844398350274,1.4330144156232407
289,1.0,10.0,0,0,1,920.9001776640844,928.0,2.316331528744522,0.8422299983869529
290,1.0,10.0,0,0,10,629.7439361073159,927.7,226.28551456918763,39.45954665259874
291,1.0,10.0,0,0,100,615.6168702674111,927.8,235.18176011657965,41.537130950809896
292,1.0,10.0,0,1,1,657.0441970537023,927.9,218.5917332437537,33.50344172330616
293,1.0,10.0,0,1,10,919.5908422884088,928.0,3.935934678496215,1.7307533959683588
294,1.0,10.0,0,1,100,648.341453971728,928.0,214.49409596307527,32.549861306342834
295,1.0,10.0,0,10,1,924.6796792963612,928.0,1.6282988233629023,0.9995471568155896
296,1.0,10.0,0,10,10,919.8944561838114,928.0,3.682215478521161,1.425270040036547
297,1.0,10.0,0,10,100,634.8881348468686,927.8,224.9041933568378,32.703810154545096
298,1.0,10.0,0,100,1,614.0679566499887,927.8,233.529150600264,37.88951727286981
299,1.0,10.0,0,100,10,920.4445200951152,928.0,4.00179525641875,1.1777989272070852
300,1.0,10.0,0,100,100,917.4943163090364,928.0,3.975939295452506,2.261059948118425
301,1.0,10.0,1,0,1,629.8446776772728,927.9,226.00129976656427,42.93564222611967
302,1.0,10.0,1,0,10,922.5676350322126,928.0,2.3644643758367745,1.2625820194490776
303,1.0,10.0,1,0,100,917.1244026830632,928.0,4.279899471921334,2.6443356814371834
304,1.0,10.0,1,1,1,632.6871702456422,926.7,229.13406816949416,33.673170250539606
305,1.0,10.0,1,1,10,918.423304730888,928.0,3.540032725241502,1.2467435088958214
