time_tag,e2_flux_ic,e3_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic
2005-07-14 02:00:00,1610.0,1610.0,23.4,9.02,0.836,0.172,0.0853,0.0198
2005-07-14 02:05:00,1600.0,1600.0,24.8,10.6,0.843,0.167,0.0839,0.0198
2005-07-14 02:10:00,1620.0,1620.0,23.6,8.45,0.632,0.133,0.0735,0.0198
2005-07-14 02:15:00,1570.0,1570.0,25.2,9.33,0.543,0.11,0.0659,0.0197
2005-07-14 02:20:00,1580.0,1580.0,24.5,8.65,0.193,0.0698,0.0644,0.0478
2005-07-14 02:25:00,1530.0,1530.0,23.5,9.48,0.931,0.199,0.0925,0.0197
2005-07-14 02:30:00,1540.0,1540.0,27.2,10.0,0.798,0.168,0.0841,0.0198
2005-07-14 02:35:00,1510.0,1510.0,29.0,11.3,0.873,0.178,0.0871,0.0197
2005-07-14 02:40:00,1490.0,1490.0,27.9,9.89,0.809,0.268,0.208,0.0851
2005-07-14 02:45:00,1500.0,1500.0,33.0,11.1,0.564,0.166,0.13,0.0622
2005-07-14 02:50:00,1510.0,1510.0,36.7,12.2,0.931,0.184,0.0887,0.0197
2005-07-14 02:55:00,1390.0,1390.0,40.0,12.5,0.826,0.26,0.195,0.0887
2005-07-14 03:00:00,1420.0,1420.0,36.1,11.5,1.15,0.297,0.163,0.0454
2005-07-14 03:05:00,1290.0,1290.0,38.5,11.3,0.652,0.132,0.0735,0.0198
2005-07-14 03:10:00,1280.0,1280.0,31.1,8.3,0.718,0.167,0.0946,0.0274
2005-07-14 03:15:00,1160.0,1160.0,33.6,9.18,0.632,0.133,0.0733,0.0198
2005-07-14 03:20:00,1150.0,1150.0,31.7,9.12,0.412,0.131,0.109,0.0552
2005-07-14 03:25:00,1100.0,1100.0,32.9,9.82,0.634,0.133,0.0735,0.0198
2005-07-14 03:30:00,997.0,997.0,29.6,8.59,0.586,0.195,0.156,0.0794
2005-07-14 03:35:00,1000.0,1000.0,34.1,9.53,0.631,0.133,0.0735,0.0198
2005-07-14 03:40:00,962.0,962.0,32.4,9.38,0.538,0.162,0.128,0.0488
2005-07-14 03:45:00,984.0,984.0,35.0,9.55,0.689,0.147,0.0776,0.0198
2005-07-14 03:50:00,883.0,883.0,35.3,9.04,0.578,0.119,0.069,0.0198
2005-07-14 03:55:00,761.0,761.0,38.6,9.75,0.627,0.133,0.0733,0.0198
2005-07-14 04:00:00,709.0,709.0,41.0,10.1,0.942,0.277,0.178,0.0632
2005-07-14 04:05:00,653.0,653.0,40.2,9.62,0.441,0.15,0.125,0.0664
2005-07-14 04:10:00,584.0,584.0,41.9,11.5,0.771,0.161,0.082,0.0198
2005-07-14 04:15:00,589.0,589.0,45.7,11.6,0.48,0.167,0.141,0.0785
2005-07-14 04:20:00,611.0,611.0,41.4,10.1,0.575,0.119,0.069,0.0198
2005-07-14 04:25:00,618.0,618.0,40.7,9.66,0.568,0.118,0.0685,0.0198
2005-07-14 04:30:00,581.0,581.0,43.1,10.2,0.357,0.114,0.0966,0.053
2005-07-14 04:35:00,562.0,562.0,44.3,9.98,0.226,0.0791,0.0714,0.0492
2005-07-14 04:40:00,546.0,546.0,41.5,8.85,0.359,0.105,0.0847,0.0349
2005-07-14 04:45:00,545.0,545.0,42.4,9.38,0.297,0.0971,0.0838,0.0492
2005-07-14 04:50:00,583.0,583.0,41.8,9.64,0.659,0.14,0.0757,0.0198
2005-07-14 04:55:00,598.0,598.0,40.2,8.02,0.158,0.0419,0.0363,0.0195
2005-07-14 05:00:00,665.0,665.0,43.7,9.68,0.624,0.134,0.0735,0.0198
2005-07-14 05:05:00,696.0,696.0,43.4,8.91,0.527,0.171,0.134,0.0506
2005-07-14 05:10:00,677.0,677.0,41.7,8.22,0.204,0.0867,0.0809,0.0643
2005-07-14 05:15:00,671.0,671.0,42.1,9.4,0.545,0.112,0.0665,0.0197
2005-07-14 05:20:00,596.0,596.0,43.1,8.77,0.418,0.124,0.0993,0.0395
2005-07-14 05:25:00,1420.0,1420.0,44.1,10.1,0.729,0.161,0.0817,0.0198
2005-07-14 05:30:00,1400.0,1400.0,44.1,10.1,0.163,0.0418,0.0363,0.0195
2005-07-14 05:35:00,1660.0,1660.0,47.2,11.6,0.879,0.181,0.0879,0.0197
2005-07-14 05:40:00,1660.0,1660.0,46.2,10.2,0.61,0.138,0.0849,0.0274
2005-07-14 05:45:00,1650.0,1650.0,43.4,9.62,0.809,0.181,0.0873,0.0197
2005-07-14 05:50:00,1690.0,1690.0,40.3,9.71,0.885,0.281,0.197,0.0807
2005-07-14 05:55:00,1580.0,1580.0,39.4,8.79,0.165,0.0417,0.0363,0.0195
2005-07-14 06:00:00,1370.0,1370.0,43.4,9.84,0.159,0.0419,0.0363,0.0195
2005-07-14 06:05:00,1130.0,1130.0,37.4,7.96,0.161,0.0418,0.0363,0.0195
2005-07-14 06:10:00,1340.0,1340.0,38.4,8.83,0.395,0.117,0.0935,0.0377
2005-07-14 06:15:00,1390.0,1390.0,39.7,9.1,0.449,0.151,0.124,0.0621
2005-07-14 06:20:00,1250.0,1250.0,38.5,8.71,0.649,0.141,0.0757,0.0198
2005-07-14 06:25:00,1230.0,1230.0,35.0,8.73,0.785,0.189,0.101,0.0274
2005-07-14 06:30:00,1070.0,1070.0,36.0,8.3,0.48,0.106,0.0643,0.0197
2005-07-14 06:35:00,1050.0,1050.0,37.8,8.71,0.355,0.106,0.0847,0.0349
2005-07-14 06:40:00,991.0,991.0,36.6,7.69,0.274,0.0817,0.0665,0.0291
2005-07-14 06:45:00,953.0,953.0,40.1,8.93,0.514,0.162,0.129,0.0524
2005-07-14 06:50:00,983.0,983.0,34.7,8.85,0.282,0.0813,0.0665,0.0297
