time_tag,e2_flux_ic,e3_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic
2000-11-23 20:00:00,19.9,19.9,0.998,0.583,0.298,0.18,0.134,0.0571
2000-11-23 20:05:00,19.2,19.2,1.43,0.579,0.111,0.0733,0.0653,0.0488
2000-11-23 20:10:00,17.7,17.7,1.36,0.551,0.15,0.0794,0.0618,0.025
2000-11-23 20:15:00,16.8,16.8,0.415,0.102,0.0811,0.0558,0.0488,0.0134
2000-11-23 20:20:00,12.0,12.0,1.15,0.646,0.11,0.0565,0.0473,0.0285
2000-11-23 20:25:00,16.9,16.9,1.09,0.288,0.115,0.0904,0.0834,0.0339
2000-11-23 20:30:00,13.8,13.8,0.378,0.0865,0.064,0.0268,0.0223,0.0125
2000-11-23 20:35:00,16.5,16.5,1.02,0.335,0.0612,0.0528,0.0505,0.0134
2000-11-23 20:40:00,18.8,18.8,0.384,0.116,0.0944,0.0574,0.0471,0.0204
2000-11-23 20:45:00,12.9,12.9,0.705,0.423,0.175,0.0899,0.0695,0.0274
2000-11-23 20:50:00,12.8,12.8,0.416,0.22,0.195,0.0839,0.048,0.0134
2000-11-23 20:55:00,14.5,14.5,1.17,0.685,0.16,0.0796,0.0618,0.025
2000-11-23 21:00:00,13.8,13.8,0.243,0.112,0.0904,0.0736,0.0689,0.0274
2000-11-23 21:05:00,14.0,14.0,0.355,0.197,0.115,0.106,0.104,0.0511
2000-11-23 21:10:00,14.4,14.4,1.6,0.514,0.0598,0.0269,0.0223,0.0125
2000-11-23 21:15:00,15.1,15.1,0.706,0.246,0.0889,0.0556,0.0463,0.0362
2000-11-23 21:20:00,16.7,16.7,0.986,0.391,0.0329,0.0245,0.0222,0.0125
2000-11-23 21:25:00,17.1,17.1,0.681,0.271,0.0398,0.0261,0.0223,0.0125
2000-11-23 21:30:00,17.1,17.1,0.183,0.121,0.0329,0.0245,0.0222,0.0125
2000-11-23 21:35:00,14.0,14.0,1.34,0.63,0.0929,0.0607,0.0516,0.0417
2000-11-23 21:40:00,14.5,14.5,1.2,0.44,0.0929,0.0532,0.0435,0.0233
2000-11-23 21:45:00,11.4,11.4,1.1,0.489,0.0561,0.027,0.0223,0.0125
2000-11-23 21:50:00,17.4,17.4,1.14,0.182,0.0329,0.0245,0.0222,0.0125
2000-11-23 21:55:00,10.0,10.0,0.424,0.21,0.0412,0.0279,0.0242,0.0144
2000-11-23 22:00:00,9.04,9.04,0.308,0.295,0.0916,0.0531,0.0424,0.0188
2000-11-23 22:05:00,8.63,8.63,0.31,0.297,0.0995,0.0759,0.0693,0.0251
2000-11-23 22:10:00,13.4,13.4,0.322,0.0647,0.0438,0.027,0.0223,0.0125
2000-11-23 22:15:00,6.59,6.59,0.984,0.652,0.255,0.132,0.0881,0.0316
2000-11-23 22:20:00,10.0,10.0,0.675,0.301,0.0581,0.027,0.0223,0.0125
2000-11-23 22:25:00,9.29,9.29,0.678,0.443,0.0728,0.0437,0.0389,0.0291
2000-11-23 22:30:00,7.76,7.76,0.916,0.203,0.055,0.0465,0.0442,0.0344
2000-11-23 22:35:00,11.0,11.0,0.721,0.349,0.0938,0.0684,0.0612,0.025
2000-11-23 22:40:00,10.1,10.1,0.385,0.172,0.149,0.0748,0.0456,0.0134
2000-11-23 22:45:00,9.59,9.59,0.942,0.226,0.0438,0.027,0.0223,0.0125
2000-11-23 22:50:00,6.58,6.58,0.736,0.287,0.0561,0.027,0.0223,0.0125
2000-11-23 22:55:00,4.35,4.35,0.853,0.333,0.0841,0.0515,0.0466,0.0364
2000-11-23 23:00:00,5.7,5.7,1.31,0.568,0.143,0.0673,0.042,0.0134
2000-11-23 23:05:00,11.3,11.3,0.157,0.143,0.0661,0.0577,0.0555,0.0231
2000-11-23 23:10:00,6.65,6.65,0.789,0.39,0.105,0.0665,0.0558,0.0231
2000-11-23 23:15:00,11.6,11.6,0.172,0.0811,0.0592,0.0319,0.0243,0.0144
2000-11-23 23:20:00,7.05,7.05,0.828,0.463,0.17,0.0815,0.048,0.0134
2000-11-23 23:25:00,8.04,8.04,0.574,0.213,0.0643,0.0545,0.0518,0.0421
2000-11-23 23:30:00,8.02,8.02,0.438,0.131,0.0403,0.0319,0.0296,0.0198
2000-11-23 23:35:00,6.04,6.04,0.286,0.15,0.0794,0.0711,0.0689,0.0274
2000-11-23 23:40:00,2.81,2.81,0.845,0.481,0.0635,0.0268,0.0223,0.0125
2000-11-23 23:45:00,4.71,4.71,0.505,0.285,0.0622,0.0537,0.0513,0.038
2000-11-23 23:50:00,6.9,6.9,0.735,0.255,0.0731,0.0351,0.0245,0.0144
2000-11-23 23:55:00,9.95,9.95,0.456,0.176,0.0329,0.0245,0.0222,0.0125
2000-11-24 00:00:00,2.61,2.61,1.01,0.466,0.219,0.136,0.107,0.0455
2000-11-24 00:05:00,3.97,3.97,0.389,0.376,0.155,0.0891,0.0695,0.0274
2000-11-24 00:10:00,12.3,12.3,0.714,0.228,0.0329,0.0245,0.0222,0.0125
2000-11-24 00:15:00,9.46,9.46,0.873,0.532,0.0581,0.027,0.0223,0.0125
2000-11-24 00:20:00,9.53,9.53,0.224,0.0783,0.0561,0.027,0.0223,0.0125
2000-11-24 00:25:00,2.84,2.84,0.661,0.191,0.0593,0.0509,0.0486,0.0134
2000-11-24 00:30:00,9.51,9.51,0.3,0.0923,0.0703,0.0336,0.0233,0.0133
2000-11-24 00:35:00,7.73,7.73,0.3,0.165,0.0701,0.0533,0.0488,0.0134
2000-11-24 00:40:00,6.12,6.12,0.262,0.215,0.0718,0.0333,0.0226,0.0125
2000-11-24 00:45:00,5.15,5.15,0.593,0.24,0.0865,0.0728,0.0689,0.0274
2000-11-24 00:50:00,3.68,3.68,0.574,0.249,0.105,0.0665,0.0558,0.0231
2000-11-24 00:55:00,6.43,6.43,0.3,0.287,0.0561,0.027,0.0223,0.0125
2000-11-24 01:00:00,6.49,6.49,0.199,0.054,0.0329,0.0245,0.0222,0.0125
2000-11-24 01:05:00,4.95,4.95,0.575,0.145,0.055,0.0465,0.0442,0.0344
2000-11-24 01:10:00,4.63,4.63,0.46,0.215,0.0908,0.0822,0.08,0.0472
2000-11-24 01:15:00,4.59,4.59,0.204,0.106,0.0822,0.0356,0.0288,0.0145
2000-11-24 01:20:00,8.93,8.93,0.592,0.211,0.091,0.0632,0.0556,0.0231
2000-11-24 01:25:00,7.76,7.76,0.226,0.0538,0.0329,0.0245,0.0222,0.0125
2000-11-24 01:30:00,3.18,3.18,0.828,0.316,0.102,0.0538,0.0424,0.0188
2000-11-24 01:35:00,5.42,5.42,0.634,0.334,0.0769,0.0603,0.0555,0.0231
2000-11-24 01:40:00,7.46,7.46,0.145,0.0541,0.0329,0.0245,0.0222,0.0125
2000-11-24 01:45:00,6.55,6.55,0.301,0.0782,0.0561,0.027,0.0223,0.0125
2000-11-24 01:50:00,5.3,5.3,0.308,0.262,0.067,0.0422,0.0352,0.0253
2000-11-24 01:55:00,8.45,8.45,0.114,0.0942,0.0729,0.0646,0.0622,0.0295
2000-11-24 02:00:00,1.42,1.42,0.399,0.169,0.0759,0.0618,0.0579,0.0326
2000-11-24 02:05:00,3.81,3.81,0.855,0.652,0.164,0.0746,0.0448,0.0134
2000-11-24 02:10:00,10.0,10.0,0.33,0.1,0.0794,0.0711,0.0689,0.0274
2000-11-24 02:15:00,2.97,2.97,0.466,0.211,0.0711,0.0441,0.0366,0.0266
2000-11-24 02:20:00,2.2,2.2,0.309,0.102,0.0791,0.0425,0.038,0.0282
2000-11-24 02:25:00,6.82,6.82,0.397,0.162,0.0596,0.0459,0.0421,0.0134
2000-11-24 02:30:00,5.68,5.68,0.802,0.366,0.0721,0.0358,0.0288,0.0145
2000-11-24 02:35:00,2.43,2.43,0.719,0.516,0.249,0.14,0.0951,0.034
2000-11-24 02:40:00,6.71,6.71,0.752,0.377,0.0551,0.0467,0.0443,0.0134
2000-11-24 02:45:00,6.22,6.22,0.516,0.258,0.0951,0.0867,0.0843,0.0401
2000-11-24 02:50:00,8.79,8.79,0.213,0.166,0.0329,0.0245,0.0222,0.0125
2000-11-24 02:55:00,0.133,0.133,0.484,0.161,0.0711,0.0627,0.0604,0.0423
2000-11-24 03:00:00,6.55,6.55,1.4,0.653,0.115,0.054,0.0424,0.0188
2000-11-24 03:05:00,3.19,3.19,0.399,0.1,0.0793,0.0543,0.0474,0.0218
2000-11-24 03:10:00,3.86,3.86,0.24,0.0982,0.0766,0.0516,0.0446,0.0283
2000-11-24 03:15:00,8.15,8.15,0.36,0.0553,0.0348,0.0264,0.0241,0.0144
2000-11-24 03:20:00,3.69,3.69,0.294,0.0951,0.0735,0.0482,0.0412,0.0134
2000-11-24 03:25:00,3.01,3.01,0.238,0.0933,0.0714,0.0454,0.0406,0.0308
2000-11-24 03:30:00,0.133,0.133,0.736,0.457,0.0695,0.0342,0.0296,0.0198
2000-11-24 03:35:00,0.133,0.133,1.02,0.5,0.0966,0.0575,0.0521,0.0405
2000-11-24 03:40:00,0.133,0.133,0.832,0.359,0.0684,0.0399,0.0351,0.0253
2000-11-24 03:45:00,4.52,4.52,0.226,0.0538,0.0329,0.0245,0.0222,0.0125
2000-11-24 03:50:00,3.02,3.02,0.35,0.0929,0.0711,0.0454,0.0406,0.0308
2000-11-24 03:55:00,7.06,7.06,0.698,0.279,0.0776,0.0499,0.0422,0.0188
2000-11-24 04:00:00,3.63,3.63,0.746,0.436,0.0962,0.0581,0.0475,0.0218
2000-11-24 04:05:00,2.73,2.73,1.3,0.55,0.0581,0.027,0.0223,0.0125
2000-11-24 04:10:00,2.86,2.86,1.3,0.755,0.0658,0.0267,0.0223,0.0125
2000-11-24 04:15:00,9.59,9.59,0.152,0.0612,0.0398,0.0261,0.0223,0.0125
2000-11-24 04:20:00,2.4,2.4,0.762,0.326,0.0697,0.0495,0.0439,0.034
2000-11-24 04:25:00,3.31,3.31,0.445,0.178,0.154,0.0649,0.0404,0.0134
2000-11-24 04:30:00,0.133,0.133,0.531,0.161,0.0787,0.065,0.0612,0.025
2000-11-24 04:35:00,4.78,4.78,0.141,0.101,0.0764,0.0611,0.0569,0.0286
2000-11-24 04:40:00,2.13,2.13,0.782,0.346,0.061,0.0269,0.0223,0.0125
2000-11-24 04:45:00,1.82,1.82,0.711,0.252,0.0566,0.0482,0.0459,0.0134
2000-11-24 04:50:00,3.56,3.56,0.76,0.4,0.163,0.0711,0.0431,0.0134
2000-11-24 04:55:00,3.32,3.32,0.254,0.082,0.0596,0.0269,0.0223,0.0125
2000-11-24 05:00:00,5.32,5.32,0.405,0.103,0.0811,0.041,0.0327,0.0158
2000-11-24 05:05:00,3.37,3.37,0.847,0.225,0.0438,0.027,0.0223,0.0125
2000-11-24 05:10:00,2.81,2.81,0.698,0.326,0.0667,0.0343,0.0296,0.0198
2000-11-24 05:15:00,1.46,1.46,0.319,0.0964,0.0738,0.0382,0.0336,0.0238
2000-11-24 05:20:00,0.133,0.133,0.834,0.281,0.0664,0.053,0.0493,0.0328
2000-11-24 05:25:00,6.1,6.1,0.409,0.0759,0.0555,0.047,0.0446,0.0349
2000-11-24 05:30:00,0.133,0.133,1.49,0.706,0.0681,0.0266,0.0223,0.0125
2000-11-24 05:35:00,4.0,4.0,0.351,0.078,0.0561,0.027,0.0223,0.0125
2000-11-24 05:40:00,0.133,0.133,1.28,0.528,0.119,0.0769,0.067,0.0466
2000-11-24 05:45:00,7.71,7.71,0.388,0.173,0.149,0.0646,0.0404,0.0134
2000-11-24 05:50:00,3.77,3.77,0.585,0.194,0.091,0.0826,0.0802,0.0316
2000-11-24 05:55:00,1.97,1.97,0.312,0.189,0.164,0.0687,0.042,0.0134
2000-11-24 06:00:00,1.94,1.94,0.433,0.183,0.16,0.105,0.0914,0.0625
2000-11-24 06:05:00,10.4,10.4,0.216,0.0826,0.0617,0.0532,0.0509,0.0412
2000-11-24 06:10:00,5.11,5.11,0.452,0.227,0.113,0.104,0.102,0.0565
2000-11-24 06:15:00,4.11,4.11,0.843,0.643,0.168,0.0887,0.0718,0.0369
2000-11-24 06:20:00,3.24,3.24,0.443,0.213,0.189,0.117,0.0984,0.0607
2000-11-24 06:25:00,5.07,5.07,0.469,0.373,0.347,0.211,0.165,0.08
2000-11-24 06:30:00,7.93,7.93,1.79,0.895,0.189,0.106,0.0865,0.0453
2000-11-24 06:35:00,9.93,9.93,0.448,0.276,0.254,0.224,0.215,0.119
2000-11-24 06:40:00,5.96,5.96,1.51,0.845,0.185,0.0895,0.0706,0.0319
2000-11-24 06:45:00,5.0,5.0,1.31,0.873,0.295,0.142,0.0684,0.0134
2000-11-24 06:50:00,9.89,9.89,1.15,0.729,0.0951,0.0405,0.033,0.0172
