time_tag,e2_flux_ic,e3_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic
2005-06-16 10:00:00,4.12,4.12,0.147,0.0847,0.0434,0.0358,0.0337,0.0182
2005-06-16 10:05:00,0.133,0.133,0.177,0.139,0.102,0.0946,0.0927,0.0371
2005-06-16 10:10:00,0.133,0.133,0.644,0.225,0.0887,0.0813,0.0793,0.0328
2005-06-16 10:15:00,8.06,8.06,0.32,0.259,0.0887,0.0553,0.0476,0.0318
2005-06-16 10:20:00,20.4,20.4,0.227,0.206,0.17,0.102,0.0802,0.0328
2005-06-16 10:25:00,4.89,4.89,0.233,0.121,0.0838,0.047,0.0368,0.0209
2005-06-16 10:30:00,0.586,0.586,0.558,0.375,0.114,0.0745,0.0667,0.0509
2005-06-16 10:35:00,0.133,0.133,0.135,0.114,0.08,0.0724,0.0703,0.0548
2005-06-16 10:40:00,0.133,0.133,0.316,0.23,0.191,0.123,0.0975,0.0383
2005-06-16 10:45:00,1.04,1.04,0.524,0.176,0.0966,0.0889,0.0869,0.0713
2005-06-16 10:50:00,61.8,61.8,0.603,0.232,0.0678,0.0413,0.0339,0.0182
2005-06-16 10:55:00,6.88,6.88,0.29,0.228,0.0678,0.0413,0.0339,0.0182
2005-06-16 11:00:00,386.0,386.0,0.119,0.0984,0.0637,0.0404,0.0339,0.0182
2005-06-16 11:05:00,465.0,465.0,0.0984,0.0773,0.0434,0.0358,0.0337,0.0182
2005-06-16 11:10:00,500.0,500.0,0.151,0.13,0.0964,0.0887,0.0867,0.0519
2005-06-16 11:15:00,589.0,589.0,0.353,0.272,0.12,0.0881,0.0793,0.0634
2005-06-16 11:20:00,538.0,538.0,0.275,0.177,0.129,0.121,0.119,0.0457
2005-06-16 11:25:00,455.0,455.0,0.117,0.0966,0.0625,0.055,0.0528,0.0373
2005-06-16 11:30:00,844.0,844.0,0.132,0.111,0.0434,0.0358,0.0337,0.0182
2005-06-16 11:35:00,620.0,620.0,0.319,0.141,0.0849,0.0774,0.0753,0.0597
2005-06-16 11:40:00,549.0,549.0,0.22,0.199,0.11,0.103,0.101,0.0397
2005-06-16 11:45:00,588.0,588.0,0.268,0.181,0.11,0.102,0.1,0.067
