time_tag,e2_flux_ic,e3_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic
2004-11-07 07:10:00,0.133,0.133,1.41,0.131,0.0887,0.045,0.0367,0.0196
2004-11-07 07:15:00,0.928,0.928,3.74,0.236,0.1,0.0916,0.0895,0.0366
2004-11-07 07:20:00,0.133,0.133,3.8,0.375,0.0867,0.0783,0.076,0.0323
2004-11-07 07:25:00,0.133,0.133,4.78,0.436,0.0708,0.0441,0.0367,0.0196
2004-11-07 07:30:00,0.133,0.133,4.13,0.254,0.0738,0.0568,0.0521,0.0351
2004-11-07 07:35:00,0.133,0.133,4.26,0.353,0.0469,0.0387,0.0364,0.0196
2004-11-07 07:40:00,0.133,0.133,3.25,0.268,0.127,0.117,0.115,0.0628
2004-11-07 07:45:00,0.133,0.133,4.02,0.389,0.178,0.155,0.149,0.0773
2004-11-07 07:50:00,1.82,1.82,1.95,0.0889,0.0469,0.0387,0.0364,0.0196
2004-11-07 07:55:00,0.133,0.133,4.01,0.522,0.255,0.143,0.08,0.0198
2004-11-07 08:00:00,0.133,0.133,2.71,0.427,0.112,0.071,0.0625,0.0455
2004-11-07 08:05:00,0.133,0.133,2.16,0.128,0.0824,0.045,0.0367,0.0196
2004-11-07 08:10:00,0.133,0.133,2.05,0.158,0.0887,0.045,0.0367,0.0196
2004-11-07 08:15:00,0.133,0.133,2.16,0.132,0.0857,0.045,0.0367,0.0196
2004-11-07 08:20:00,0.133,0.133,2.82,0.181,0.0897,0.0815,0.0793,0.0622
2004-11-07 08:25:00,0.133,0.133,1.97,0.114,0.0469,0.0387,0.0364,0.0196
2004-11-07 08:30:00,2.52,2.52,2.68,0.2,0.0469,0.0387,0.0364,0.0196
2004-11-07 08:35:00,0.133,0.133,2.2,0.237,0.104,0.0953,0.0929,0.0353
2004-11-07 08:40:00,0.133,0.133,4.0,0.46,0.167,0.128,0.117,0.0485
2004-11-07 08:45:00,0.133,0.133,2.15,0.121,0.0787,0.0705,0.0682,0.0514
2004-11-07 08:50:00,0.133,0.133,4.15,0.304,0.0748,0.0493,0.0422,0.0251
2004-11-07 08:55:00,1.48,1.48,4.13,0.361,0.0738,0.0448,0.0367,0.0196
2004-11-07 09:00:00,6.22,6.22,5.11,0.302,0.0514,0.0432,0.0409,0.024
2004-11-07 09:05:00,1.87,1.87,4.76,0.562,0.0871,0.0488,0.0382,0.02
2004-11-07 09:10:00,0.133,0.133,3.25,0.197,0.0469,0.0387,0.0364,0.0196
2004-11-07 09:15:00,0.133,0.133,3.66,0.689,0.107,0.061,0.0527,0.0356
2004-11-07 09:20:00,0.133,0.133,3.29,0.239,0.188,0.0984,0.0767,0.0323
2004-11-07 09:25:00,0.133,0.133,4.14,0.308,0.0598,0.0416,0.0366,0.0196
2004-11-07 09:30:00,0.314,0.314,3.09,0.244,0.0769,0.0687,0.0665,0.0198
2004-11-07 09:35:00,0.133,0.133,3.52,0.334,0.0899,0.0494,0.0411,0.024
2004-11-07 09:40:00,0.133,0.133,3.85,0.528,0.0973,0.0449,0.0366,0.0196
2004-11-07 09:45:00,0.133,0.133,4.21,0.573,0.164,0.102,0.0865,0.0533
2004-11-07 09:50:00,0.133,0.133,3.51,0.504,0.127,0.0855,0.0741,0.0568
2004-11-07 09:55:00,0.133,0.133,3.75,0.511,0.111,0.061,0.0527,0.0357
2004-11-07 10:00:00,1.39,1.39,2.85,0.193,0.0989,0.0698,0.0617,0.0446
2004-11-07 10:05:00,0.133,0.133,5.09,0.558,0.102,0.0661,0.0558,0.0257
2004-11-07 10:10:00,3.07,3.07,5.02,0.426,0.0867,0.0575,0.0495,0.0237
2004-11-07 10:15:00,4.53,4.53,4.19,0.282,0.0869,0.0525,0.0429,0.0216
2004-11-07 10:20:00,4.88,4.88,4.41,0.296,0.0548,0.0466,0.0443,0.0275
2004-11-07 10:25:00,1.83,1.83,5.19,0.628,0.0944,0.0449,0.0367,0.0196
2004-11-07 10:30:00,0.133,0.133,6.67,0.685,0.107,0.0668,0.0585,0.0414
2004-11-07 10:35:00,0.133,0.133,3.54,0.374,0.106,0.0605,0.0522,0.0351
2004-11-07 10:40:00,0.133,0.133,4.08,0.213,0.12,0.112,0.11,0.0431
2004-11-07 10:45:00,0.133,0.133,4.2,0.675,0.249,0.131,0.102,0.0401
2004-11-07 10:50:00,0.133,0.133,8.15,0.607,0.159,0.0971,0.0769,0.0323
2004-11-07 10:55:00,0.894,0.894,9.51,0.723,0.114,0.0622,0.0497,0.0237
2004-11-07 11:00:00,0.133,0.133,5.47,0.519,0.219,0.13,0.102,0.041
2004-11-07 11:05:00,0.133,0.133,3.17,0.366,0.0912,0.045,0.0367,0.0196
2004-11-07 11:10:00,1.43,1.43,4.35,0.437,0.171,0.139,0.13,0.0504
2004-11-07 11:15:00,0.811,0.811,6.19,0.241,0.0469,0.0387,0.0364,0.0196
2004-11-07 11:20:00,0.133,0.133,5.92,0.513,0.0673,0.0433,0.0366,0.0196
2004-11-07 11:25:00,0.133,0.133,3.44,0.501,0.256,0.166,0.131,0.0495
2004-11-07 11:30:00,0.133,0.133,3.44,0.197,0.0828,0.0714,0.0682,0.0514
2004-11-07 11:35:00,0.133,0.133,2.96,0.16,0.112,0.0817,0.0733,0.0561
2004-11-07 11:40:00,0.626,0.626,2.78,0.12,0.0736,0.0578,0.0535,0.0364
2004-11-07 11:45:00,0.133,0.133,6.03,0.391,0.0867,0.0783,0.076,0.0323
2004-11-07 11:50:00,5.5,5.5,4.17,0.273,0.0469,0.0387,0.0364,0.0196
2004-11-07 11:55:00,0.133,0.133,5.45,0.555,0.0964,0.0449,0.0366,0.0196
2004-11-07 12:00:00,0.466,0.466,5.98,0.497,0.0824,0.045,0.0367,0.0196
2004-11-07 12:05:00,0.133,0.133,5.4,0.369,0.0944,0.0738,0.0681,0.0511
2004-11-07 12:10:00,1.2,1.2,8.11,0.667,0.0469,0.0387,0.0364,0.0196
2004-11-07 12:15:00,0.133,0.133,5.94,0.465,0.0968,0.0569,0.0485,0.0315
2004-11-07 12:20:00,0.133,0.133,5.11,0.682,0.22,0.116,0.078,0.0282
2004-11-07 12:25:00,1.54,1.54,7.52,1.05,0.0986,0.0448,0.0366,0.0196
2004-11-07 12:30:00,0.822,0.822,7.01,1.05,0.223,0.13,0.103,0.0453
2004-11-07 12:35:00,1.96,1.96,7.85,0.849,0.0935,0.0488,0.0405,0.0234
2004-11-07 12:40:00,0.396,0.396,6.37,0.303,0.0558,0.0407,0.0365,0.0196
2004-11-07 12:45:00,6.59,6.59,8.61,0.925,0.0857,0.045,0.0367,0.0196
2004-11-07 12:50:00,3.39,3.39,7.23,0.665,0.107,0.0675,0.0564,0.0392
2004-11-07 12:55:00,1.99,1.99,9.23,0.875,0.0933,0.045,0.0367,0.0196
2004-11-07 13:00:00,2.04,2.04,8.85,0.692,0.191,0.109,0.0671,0.0198
2004-11-07 13:05:00,9.1,9.1,10.4,0.612,0.0995,0.0741,0.067,0.0499
2004-11-07 13:10:00,2.6,2.6,11.8,1.34,0.285,0.144,0.111,0.0431
2004-11-07 13:15:00,4.66,4.66,10.6,0.879,0.0944,0.0543,0.0459,0.0288
2004-11-07 13:20:00,0.133,0.133,12.1,1.61,0.341,0.126,0.0706,0.0198
2004-11-07 13:25:00,8.74,8.74,12.7,1.7,0.259,0.129,0.0993,0.0395
2004-11-07 13:30:00,4.28,4.28,7.64,0.357,0.11,0.0927,0.0877,0.0479
2004-11-07 13:35:00,2.63,2.63,10.9,1.22,0.15,0.0661,0.0526,0.0246
2004-11-07 13:40:00,9.68,9.68,7.74,0.513,0.0984,0.0448,0.0366,0.0196
2004-11-07 13:45:00,10.6,10.6,11.5,1.08,0.125,0.0733,0.0652,0.048
2004-11-07 13:50:00,6.4,6.4,11.0,1.09,0.101,0.0447,0.0366,0.0196
2004-11-07 13:55:00,7.95,7.95,12.4,1.39,0.272,0.117,0.0682,0.0198
2004-11-07 14:00:00,0.64,0.64,12.0,1.17,0.102,0.0519,0.0437,0.0266
2004-11-07 14:05:00,8.72,8.72,13.3,1.01,0.116,0.0822,0.0729,0.0261
2004-11-07 14:10:00,6.86,6.86,13.9,1.28,0.107,0.0446,0.0366,0.0196
2004-11-07 14:15:00,3.91,3.91,15.3,1.32,0.131,0.0736,0.0655,0.0485
2004-11-07 14:20:00,7.14,7.14,19.1,1.76,0.109,0.0445,0.0366,0.0196
2004-11-07 14:25:00,7.96,7.96,14.9,1.06,0.185,0.104,0.0653,0.0198
2004-11-07 14:30:00,4.71,4.71,16.3,1.01,0.0938,0.0449,0.0367,0.0196
2004-11-07 14:35:00,15.0,15.0,15.1,1.09,0.106,0.0619,0.0497,0.0237
2004-11-07 14:40:00,12.0,12.0,15.5,1.27,0.0973,0.0449,0.0366,0.0196
2004-11-07 14:45:00,1.98,1.98,19.7,1.63,0.13,0.071,0.063,0.0459
2004-11-07 14:50:00,4.31,4.31,25.9,2.14,0.105,0.0446,0.0366,0.0196
2004-11-07 14:55:00,7.35,7.35,25.8,2.25,0.119,0.044,0.0366,0.0196
2004-11-07 15:00:00,5.01,5.01,33.2,1.9,0.0951,0.0449,0.0367,0.0196
2004-11-07 15:05:00,12.9,12.9,29.4,1.78,0.26,0.116,0.0682,0.0198
2004-11-07 15:10:00,5.79,5.79,28.5,2.25,0.3,0.152,0.122,0.0596
2004-11-07 15:15:00,18.5,18.5,28.4,2.22,0.114,0.0443,0.0366,0.0196
2004-11-07 15:20:00,3.45,3.45,28.1,2.3,0.195,0.0867,0.0736,0.0454
2004-11-07 15:25:00,6.04,6.04,26.6,2.38,0.12,0.044,0.0366,0.0196
2004-11-07 15:30:00,7.36,7.36,31.3,2.84,0.3,0.111,0.0653,0.0198
2004-11-07 15:35:00,11.5,11.5,28.5,2.05,0.138,0.082,0.074,0.0568
2004-11-07 15:40:00,4.13,4.13,26.8,2.21,0.245,0.105,0.0817,0.0339
2004-11-07 15:45:00,19.0,19.0,29.0,2.3,0.113,0.0443,0.0366,0.0196
2004-11-07 15:50:00,8.35,8.35,32.5,3.49,0.32,0.105,0.0628,0.0198
2004-11-07 15:55:00,18.2,18.2,38.6,3.23,0.17,0.0703,0.0558,0.0257
2004-11-07 16:00:00,15.1,15.1,24.8,1.81,0.114,0.0443,0.0366,0.0196
2004-11-07 16:05:00,14.2,14.2,30.3,2.29,0.205,0.0914,0.0716,0.0307
2004-11-07 16:10:00,10.2,10.2,22.9,1.77,0.108,0.0445,0.0366,0.0196
2004-11-07 16:15:00,10.2,10.2,21.9,1.53,0.318,0.137,0.0757,0.0198
2004-11-07 16:20:00,12.3,12.3,26.1,1.88,0.112,0.0444,0.0366,0.0196
