time_tag,e2_flux_ic,e3_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic
2002-11-24 17:40:00,1510.0,1510.0,0.0689,0.0537,0.0309,0.0247,0.023,0.0125
2002-11-24 17:45:00,1460.0,1460.0,0.495,0.155,0.0834,0.0773,0.0755,0.065
2002-11-24 17:50:00,1270.0,1270.0,0.128,0.101,0.0736,0.0404,0.0354,0.0249
2002-11-24 17:55:00,1150.0,1150.0,0.196,0.0998,0.0735,0.0359,0.031,0.0205
2002-11-24 18:00:00,927.0,927.0,0.122,0.107,0.083,0.0581,0.0528,0.0424
2002-11-24 18:05:00,942.0,942.0,0.198,0.183,0.0865,0.0721,0.0681,0.0353
2002-11-24 18:10:00,1020.0,1020.0,0.134,0.109,0.0849,0.0787,0.0769,0.0665
2002-11-24 18:15:00,1030.0,1030.0,0.0986,0.0836,0.0607,0.0545,0.0528,0.0424
2002-11-24 18:20:00,966.0,966.0,0.106,0.0615,0.0334,0.0272,0.0254,0.015
2002-11-24 18:25:00,1140.0,1140.0,0.196,0.181,0.155,0.0687,0.0418,0.013
2002-11-24 18:30:00,1240.0,1240.0,0.153,0.138,0.115,0.109,0.108,0.0516
2002-11-24 18:35:00,1290.0,1290.0,0.465,0.449,0.162,0.069,0.0418,0.013
2002-11-24 18:40:00,1420.0,1420.0,0.111,0.0964,0.0568,0.0505,0.0488,0.0152
2002-11-24 18:45:00,1250.0,1250.0,0.145,0.13,0.106,0.0902,0.0857,0.0518
2002-11-24 18:50:00,1230.0,1230.0,0.0991,0.0839,0.0611,0.055,0.0532,0.0356
2002-11-24 18:55:00,1320.0,1320.0,0.207,0.123,0.0984,0.0752,0.0689,0.0582
2002-11-24 19:00:00,1220.0,1220.0,0.145,0.13,0.106,0.0729,0.0678,0.0573
2002-11-24 19:05:00,1300.0,1300.0,0.155,0.111,0.0388,0.0326,0.0309,0.0205
2002-11-24 19:10:00,1390.0,1390.0,0.221,0.206,0.181,0.12,0.102,0.0656
2002-11-24 19:15:00,1270.0,1270.0,0.154,0.138,0.113,0.0575,0.0451,0.0195
2002-11-24 19:20:00,1340.0,1340.0,0.119,0.104,0.0805,0.0681,0.0647,0.0482
2002-11-24 19:25:00,1390.0,1390.0,0.154,0.129,0.103,0.0783,0.0731,0.0627
2002-11-24 19:30:00,1400.0,1400.0,0.112,0.0897,0.0656,0.0594,0.0575,0.0427
2002-11-24 19:35:00,1570.0,1570.0,0.349,0.309,0.0895,0.0485,0.0417,0.0276
2002-11-24 19:40:00,1650.0,1650.0,0.234,0.104,0.0794,0.0605,0.0555,0.0448
2002-11-24 19:45:00,1610.0,1610.0,0.0931,0.0782,0.0552,0.049,0.0473,0.0369
2002-11-24 19:50:00,1540.0,1540.0,0.0977,0.0828,0.0596,0.0405,0.0352,0.0247
2002-11-24 19:55:00,1460.0,1460.0,0.0834,0.0682,0.0455,0.0393,0.0375,0.0271
2002-11-24 20:00:00,1340.0,1340.0,0.0689,0.0537,0.0309,0.0247,0.023,0.0125
2002-11-24 20:05:00,1380.0,1380.0,0.281,0.11,0.0857,0.0641,0.0581,0.0475
2002-11-24 20:10:00,1260.0,1260.0,0.154,0.139,0.0813,0.0752,0.0735,0.0287
2002-11-24 20:15:00,1260.0,1260.0,0.302,0.136,0.112,0.105,0.104,0.0516
2002-11-24 20:20:00,1230.0,1230.0,0.12,0.105,0.0818,0.0757,0.0738,0.0322
2002-11-24 20:25:00,1200.0,1200.0,0.26,0.245,0.222,0.215,0.214,0.113
2002-11-24 20:30:00,1170.0,1170.0,0.137,0.105,0.0783,0.061,0.056,0.0359
2002-11-24 20:35:00,1010.0,1010.0,0.134,0.107,0.0817,0.054,0.0463,0.0356
2002-11-24 20:40:00,871.0,871.0,0.461,0.289,0.0745,0.0441,0.0356,0.0249
2002-11-24 20:45:00,724.0,724.0,0.133,0.117,0.0946,0.0885,0.0867,0.0764
2002-11-24 20:50:00,664.0,664.0,0.277,0.262,0.131,0.0665,0.0417,0.013
2002-11-24 20:55:00,604.0,604.0,0.296,0.28,0.123,0.0975,0.0902,0.0325
2002-11-24 21:00:00,600.0,600.0,0.296,0.115,0.0891,0.0495,0.0393,0.0177
2002-11-24 21:05:00,498.0,498.0,0.198,0.0665,0.0424,0.0334,0.0309,0.0205
2002-11-24 21:10:00,447.0,447.0,0.155,0.14,0.117,0.111,0.109,0.0443
2002-11-24 21:15:00,411.0,411.0,0.296,0.199,0.105,0.0877,0.0828,0.0445
2002-11-24 21:20:00,348.0,348.0,0.25,0.235,0.21,0.114,0.0592,0.013
2002-11-24 21:25:00,310.0,310.0,0.199,0.055,0.0309,0.0247,0.023,0.0125
2002-11-24 21:30:00,277.0,277.0,0.194,0.17,0.0869,0.0807,0.0789,0.0685
2002-11-24 21:35:00,254.0,254.0,0.13,0.115,0.0526,0.0465,0.0447,0.013
2002-11-24 21:40:00,254.0,254.0,0.146,0.105,0.0515,0.0453,0.0435,0.0331
2002-11-24 21:45:00,242.0,242.0,0.0904,0.0753,0.0516,0.0282,0.0231,0.0125
2002-11-24 21:50:00,213.0,213.0,0.192,0.0622,0.0382,0.032,0.0303,0.0149
2002-11-24 21:55:00,210.0,210.0,0.105,0.0899,0.067,0.0568,0.054,0.0167
2002-11-24 22:00:00,197.0,197.0,0.113,0.0979,0.0752,0.0689,0.0671,0.0321
2002-11-24 22:05:00,167.0,167.0,0.118,0.103,0.0324,0.0262,0.0245,0.0141
2002-11-24 22:10:00,146.0,146.0,0.103,0.059,0.0309,0.0247,0.023,0.0125
2002-11-24 22:15:00,157.0,157.0,0.192,0.129,0.104,0.0857,0.0805,0.0343
2002-11-24 22:20:00,140.0,140.0,0.112,0.0966,0.0526,0.0465,0.0447,0.013
2002-11-24 22:25:00,133.0,133.0,0.108,0.0925,0.0484,0.0422,0.0404,0.0235
2002-11-24 22:30:00,144.0,144.0,0.108,0.0847,0.0382,0.032,0.0303,0.0149
2002-11-24 22:35:00,121.0,121.0,0.146,0.131,0.0615,0.0553,0.0536,0.0432
2002-11-24 22:40:00,94.6,94.6,0.142,0.127,0.0607,0.0545,0.0528,0.0424
2002-11-24 22:45:00,98.9,98.9,0.121,0.106,0.0836,0.0773,0.0757,0.0342
2002-11-24 22:50:00,66.7,66.7,0.112,0.0966,0.0736,0.0675,0.0658,0.0263
2002-11-24 22:55:00,48.9,48.9,0.167,0.0979,0.0736,0.0675,0.0658,0.0263
2002-11-24 23:00:00,51.4,51.4,0.172,0.0948,0.0705,0.0643,0.0627,0.0381
2002-11-24 23:05:00,51.3,51.3,0.235,0.102,0.0774,0.0711,0.0695,0.0405
2002-11-24 23:10:00,58.1,58.1,0.133,0.118,0.057,0.0508,0.0491,0.013
2002-11-24 23:15:00,65.5,65.5,0.125,0.11,0.0877,0.0815,0.0796,0.0343
2002-11-24 23:20:00,68.1,68.1,0.153,0.0577,0.0335,0.0273,0.0255,0.0134
2002-11-24 23:25:00,71.0,71.0,0.0968,0.0818,0.0589,0.0482,0.0452,0.013
2002-11-24 23:30:00,82.8,82.8,0.106,0.0914,0.0504,0.0441,0.0423,0.013
2002-11-24 23:35:00,84.1,84.1,0.0982,0.0832,0.0603,0.054,0.0524,0.022
2002-11-24 23:40:00,75.3,75.3,0.113,0.0984,0.0367,0.026,0.023,0.0125
2002-11-24 23:45:00,84.7,84.7,0.252,0.237,0.214,0.208,0.206,0.0865
2002-11-24 23:50:00,86.7,86.7,0.0908,0.0757,0.0528,0.0467,0.0449,0.0345
