time_tag,e2_flux_ic,e3_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic
2002-11-09 07:20:00,1310.0,1310.0,0.25,0.177,0.102,0.0946,0.0927,0.0358
2002-11-09 07:25:00,1300.0,1300.0,0.0893,0.0738,0.054,0.0466,0.0446,0.0331
2002-11-09 07:30:00,1300.0,1300.0,0.174,0.0998,0.0793,0.0718,0.0698,0.0321
2002-11-09 07:35:00,1350.0,1350.0,0.236,0.214,0.0627,0.034,0.026,0.0143
2002-11-09 07:40:00,1360.0,1360.0,0.149,0.134,0.114,0.105,0.102,0.0497
2002-11-09 07:45:00,1360.0,1360.0,0.131,0.115,0.0665,0.0592,0.057,0.0304
2002-11-09 07:50:00,1370.0,1370.0,0.094,0.0783,0.0575,0.0313,0.0256,0.014
2002-11-09 07:55:00,1370.0,1370.0,0.495,0.208,0.0619,0.0545,0.0525,0.041
2002-11-09 08:00:00,1410.0,1410.0,0.178,0.0552,0.0349,0.0275,0.0255,0.014
2002-11-09 08:05:00,1410.0,1410.0,0.113,0.0906,0.0349,0.0275,0.0255,0.014
2002-11-09 08:10:00,1400.0,1400.0,0.15,0.116,0.056,0.0486,0.0465,0.0351
2002-11-09 08:15:00,1430.0,1430.0,0.102,0.0861,0.0655,0.0368,0.0288,0.015
2002-11-09 08:20:00,1450.0,1450.0,0.122,0.101,0.0793,0.0479,0.0423,0.0307
2002-11-09 08:25:00,1440.0,1440.0,0.111,0.0951,0.0745,0.0494,0.0423,0.0307
2002-11-09 08:30:00,1490.0,1490.0,0.115,0.0966,0.0766,0.069,0.067,0.0556
2002-11-09 08:35:00,1510.0,1510.0,0.115,0.0991,0.0782,0.0442,0.0355,0.0172
2002-11-09 08:40:00,1550.0,1550.0,0.28,0.106,0.0855,0.0655,0.0598,0.0482
2002-11-09 08:45:00,1540.0,1540.0,0.137,0.121,0.0782,0.0708,0.0687,0.0281
2002-11-09 08:50:00,1530.0,1530.0,0.207,0.192,0.0668,0.0528,0.0489,0.0147
2002-11-09 08:55:00,1550.0,1550.0,0.144,0.0553,0.0349,0.0275,0.0255,0.014
2002-11-09 09:00:00,1630.0,1630.0,0.21,0.0881,0.0681,0.0605,0.0586,0.0471
2002-11-09 09:05:00,1590.0,1590.0,0.126,0.0912,0.0681,0.0605,0.0586,0.0471
2002-11-09 09:10:00,1600.0,1600.0,0.0993,0.0838,0.0635,0.0488,0.0447,0.03
2002-11-09 09:15:00,1600.0,1600.0,0.116,0.1,0.0461,0.0387,0.0367,0.0252
2002-11-09 09:20:00,1600.0,1600.0,0.412,0.396,0.178,0.106,0.083,0.0322
2002-11-09 09:25:00,1620.0,1620.0,0.202,0.187,0.0789,0.0502,0.0422,0.0193
2002-11-09 09:30:00,1630.0,1630.0,0.121,0.0995,0.0776,0.0416,0.0315,0.0197
2002-11-09 09:35:00,1680.0,1680.0,0.0957,0.0612,0.038,0.0306,0.0285,0.015
2002-11-09 09:40:00,1670.0,1670.0,0.259,0.12,0.0349,0.0275,0.0255,0.014
2002-11-09 09:45:00,1660.0,1660.0,0.105,0.0893,0.0349,0.0275,0.0255,0.014
2002-11-09 09:50:00,1720.0,1720.0,0.201,0.0716,0.0513,0.044,0.0419,0.0193
2002-11-09 09:55:00,1730.0,1730.0,0.2,0.178,0.0625,0.0337,0.0257,0.014
2002-11-09 10:00:00,1690.0,1690.0,0.143,0.123,0.0653,0.0579,0.0558,0.0444
2002-11-09 10:05:00,1750.0,1750.0,0.297,0.144,0.0603,0.0522,0.05,0.0385
2002-11-09 10:10:00,1730.0,1730.0,0.144,0.0718,0.0513,0.044,0.0419,0.0193
2002-11-09 10:15:00,1730.0,1730.0,0.271,0.255,0.0802,0.0448,0.035,0.0232
2002-11-09 10:20:00,1770.0,1770.0,0.235,0.102,0.0817,0.0741,0.0721,0.0607
