time_tag,e2_flux_ic,e3_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic
2000-07-27 22:50:00,5.58,5.58,0.138,0.0971,0.0678,0.0377,0.0327,0.0224
2000-07-27 22:55:00,13.4,13.4,0.381,0.226,0.0668,0.0322,0.0225,0.0121
2000-07-27 23:00:00,9.95,9.95,0.272,0.258,0.106,0.0798,0.0726,0.0282
2000-07-27 23:05:00,9.29,9.29,0.614,0.144,0.0458,0.0317,0.0278,0.0176
2000-07-27 23:10:00,6.27,6.27,0.513,0.185,0.0518,0.0289,0.0225,0.0121
2000-07-27 23:15:00,8.63,8.63,0.308,0.0982,0.0736,0.0661,0.064,0.0431
2000-07-27 23:20:00,8.32,8.32,0.527,0.177,0.044,0.0364,0.0342,0.0241
2000-07-27 23:25:00,9.25,9.25,0.217,0.118,0.092,0.0571,0.0489,0.0318
2000-07-27 23:30:00,10.2,10.2,0.364,0.321,0.0568,0.0273,0.0223,0.0121
2000-07-27 23:35:00,8.15,8.15,0.298,0.0822,0.0566,0.0273,0.0223,0.0121
2000-07-27 23:40:00,6.55,6.55,0.309,0.14,0.0562,0.0486,0.0465,0.0363
2000-07-27 23:45:00,12.5,12.5,0.233,0.176,0.151,0.123,0.115,0.0466
2000-07-27 23:50:00,9.91,9.91,0.275,0.233,0.0668,0.0322,0.0225,0.0121
2000-07-27 23:55:00,11.3,11.3,0.248,0.0565,0.032,0.0243,0.0222,0.0121
2000-07-28 00:00:00,14.4,14.4,0.312,0.0618,0.0375,0.0299,0.0277,0.0176
2000-07-28 00:05:00,6.08,6.08,0.508,0.355,0.0875,0.0531,0.0483,0.038
2000-07-28 00:10:00,10.0,10.0,0.558,0.223,0.091,0.0782,0.0745,0.0363
2000-07-28 00:15:00,11.7,11.7,0.273,0.0955,0.0698,0.0328,0.0225,0.0121
2000-07-28 00:20:00,5.37,5.37,0.818,0.396,0.13,0.0959,0.091,0.0807
2000-07-28 00:25:00,6.71,6.71,0.828,0.316,0.0558,0.0297,0.0224,0.0121
2000-07-28 00:30:00,7.11,7.11,0.285,0.108,0.0828,0.0488,0.0392,0.0287
2000-07-28 00:35:00,9.79,9.79,0.7,0.189,0.0547,0.047,0.0449,0.0124
2000-07-28 00:40:00,3.11,3.11,0.319,0.305,0.0587,0.0272,0.0223,0.0121
2000-07-28 00:45:00,6.75,6.75,0.403,0.253,0.105,0.0973,0.0951,0.0519
2000-07-28 00:50:00,7.19,7.19,0.186,0.172,0.082,0.0745,0.0723,0.0282
2000-07-28 00:55:00,5.64,5.64,0.344,0.121,0.0441,0.0365,0.0343,0.0242
