time_tag,e2_flux_ic,e3_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic
2001-05-19 18:55:00,719.0,719.0,0.123,0.108,0.0617,0.0538,0.0516,0.0341
2001-05-19 19:00:00,695.0,695.0,0.109,0.0935,0.0446,0.0367,0.0345,0.0239
2001-05-19 19:05:00,678.0,678.0,0.172,0.157,0.131,0.104,0.0966,0.0478
2001-05-19 19:10:00,713.0,713.0,0.158,0.143,0.0655,0.0577,0.0555,0.0157
2001-05-19 19:15:00,728.0,728.0,0.205,0.119,0.0925,0.0847,0.0824,0.0719
2001-05-19 19:20:00,701.0,701.0,0.107,0.0796,0.0525,0.0446,0.0424,0.0315
2001-05-19 19:25:00,721.0,721.0,0.174,0.133,0.0809,0.0731,0.071,0.0603
2001-05-19 19:30:00,721.0,721.0,0.308,0.165,0.139,0.131,0.129,0.0514
2001-05-19 19:35:00,716.0,716.0,0.185,0.17,0.103,0.0951,0.0929,0.0511
2001-05-19 19:40:00,703.0,703.0,0.129,0.114,0.0883,0.0653,0.0589,0.0481
2001-05-19 19:45:00,695.0,695.0,0.202,0.142,0.115,0.107,0.105,0.0507
2001-05-19 19:50:00,646.0,646.0,0.205,0.108,0.08,0.052,0.0441,0.0333
2001-05-19 19:55:00,640.0,640.0,0.121,0.106,0.0817,0.0736,0.0714,0.061
2001-05-19 20:00:00,646.0,646.0,0.184,0.169,0.0838,0.0759,0.0736,0.0449
2001-05-19 20:05:00,611.0,611.0,0.349,0.334,0.0832,0.0506,0.0454,0.0347
2001-05-19 20:10:00,617.0,617.0,0.123,0.108,0.0824,0.0521,0.0437,0.0328
2001-05-19 20:15:00,598.0,598.0,0.149,0.134,0.0546,0.0359,0.0307,0.02
2001-05-19 20:20:00,574.0,574.0,0.182,0.167,0.0908,0.0785,0.0753,0.0306
2001-05-19 20:25:00,541.0,541.0,0.149,0.0603,0.0336,0.0257,0.0235,0.0129
2001-05-19 20:30:00,521.0,521.0,0.304,0.243,0.213,0.119,0.0822,0.0311
2001-05-19 20:35:00,505.0,505.0,0.226,0.211,0.108,0.0873,0.0815,0.0334
2001-05-19 20:40:00,500.0,500.0,0.264,0.155,0.128,0.12,0.118,0.0592
2001-05-19 20:45:00,505.0,505.0,0.118,0.103,0.0499,0.0421,0.0399,0.0293
2001-05-19 20:50:00,493.0,493.0,0.221,0.206,0.0783,0.0524,0.0471,0.0364
2001-05-19 20:55:00,444.0,444.0,0.176,0.15,0.0767,0.0689,0.0665,0.056
2001-05-19 21:00:00,437.0,437.0,0.555,0.315,0.0746,0.0413,0.0361,0.0254
2001-05-19 21:05:00,440.0,440.0,0.12,0.0955,0.0459,0.038,0.0359,0.0208
2001-05-19 21:10:00,476.0,476.0,0.25,0.131,0.104,0.0966,0.0944,0.0528
2001-05-19 21:15:00,460.0,460.0,0.188,0.0899,0.0632,0.0553,0.0531,0.0425
2001-05-19 21:20:00,468.0,468.0,0.124,0.109,0.0832,0.0536,0.0454,0.0346
2001-05-19 21:25:00,447.0,447.0,0.0889,0.074,0.0491,0.0403,0.0379,0.0272
2001-05-19 21:30:00,446.0,446.0,0.138,0.0927,0.0336,0.0257,0.0235,0.0129
2001-05-19 21:35:00,450.0,450.0,0.123,0.109,0.0838,0.0759,0.0736,0.063
2001-05-19 21:40:00,459.0,459.0,0.176,0.161,0.137,0.129,0.127,0.0678
2001-05-19 21:45:00,456.0,456.0,0.161,0.146,0.0509,0.0431,0.0409,0.0303
2001-05-19 21:50:00,452.0,452.0,0.0993,0.0843,0.0596,0.0516,0.0495,0.0134
2001-05-19 21:55:00,440.0,440.0,0.172,0.0857,0.059,0.0511,0.049,0.0383
2001-05-19 22:00:00,434.0,434.0,0.171,0.156,0.128,0.0622,0.0486,0.0208
2001-05-19 22:05:00,449.0,449.0,0.116,0.0863,0.0336,0.0257,0.0235,0.0129
2001-05-19 22:10:00,438.0,438.0,0.136,0.108,0.0791,0.0454,0.0402,0.0295
2001-05-19 22:15:00,453.0,453.0,0.0893,0.0743,0.0495,0.0416,0.0394,0.0288
2001-05-19 22:20:00,449.0,449.0,0.0938,0.0789,0.054,0.0461,0.0439,0.0317
2001-05-19 22:25:00,440.0,440.0,0.385,0.151,0.0718,0.064,0.0617,0.0511
2001-05-19 22:30:00,460.0,460.0,0.124,0.109,0.0601,0.0524,0.0501,0.0394
2001-05-19 22:35:00,446.0,446.0,0.076,0.061,0.0362,0.0283,0.0261,0.0137
2001-05-19 22:40:00,428.0,428.0,0.111,0.0859,0.0592,0.0505,0.0482,0.0208
2001-05-19 22:45:00,431.0,431.0,0.17,0.156,0.0948,0.0869,0.0847,0.0478
2001-05-19 22:50:00,439.0,439.0,0.15,0.0619,0.0352,0.0273,0.0251,0.0145
2001-05-19 22:55:00,442.0,442.0,0.109,0.0638,0.0336,0.0257,0.0235,0.0129
2001-05-19 23:00:00,434.0,434.0,0.13,0.115,0.0899,0.0798,0.0769,0.0376
2001-05-19 23:05:00,415.0,415.0,0.0804,0.0655,0.0406,0.0328,0.0306,0.02
2001-05-19 23:10:00,416.0,416.0,0.132,0.117,0.0914,0.0703,0.0644,0.0536
2001-05-19 23:15:00,411.0,411.0,0.359,0.344,0.317,0.236,0.195,0.0962
2001-05-19 23:20:00,395.0,395.0,0.3,0.124,0.0966,0.0678,0.0625,0.0518
