time_tag,e2_flux_ic,e3_flux_ic,p2_flux_ic,p3_flux_ic,p4_flux_ic,p5_flux_ic,p6_flux_ic,p7_flux_ic
2002-08-13 21:00:00,524.0,524.0,0.154,0.0701,0.0329,0.0254,0.0233,0.0129
2002-08-13 21:05:00,497.0,497.0,0.562,0.285,0.0849,0.0553,0.0502,0.0397
2002-08-13 21:10:00,505.0,505.0,0.251,0.231,0.203,0.13,0.106,0.0538
2002-08-13 21:15:00,495.0,495.0,0.296,0.141,0.113,0.0782,0.0684,0.0577
2002-08-13 21:20:00,528.0,528.0,0.221,0.0973,0.0706,0.0632,0.0611,0.0478
2002-08-13 21:25:00,522.0,522.0,0.132,0.113,0.0869,0.0706,0.0661,0.0266
2002-08-13 21:30:00,495.0,495.0,0.128,0.109,0.0818,0.0484,0.0433,0.0328
2002-08-13 21:35:00,486.0,486.0,0.238,0.114,0.0877,0.0802,0.078,0.0676
2002-08-13 21:40:00,467.0,467.0,0.237,0.168,0.0729,0.0655,0.0634,0.0405
2002-08-13 21:45:00,443.0,443.0,0.461,0.242,0.0796,0.0646,0.0605,0.05
2002-08-13 21:50:00,478.0,478.0,0.217,0.0927,0.0662,0.0587,0.0566,0.0462
2002-08-13 21:55:00,446.0,446.0,0.333,0.314,0.0989,0.0689,0.0638,0.0533
2002-08-13 22:00:00,447.0,447.0,0.169,0.149,0.0826,0.0752,0.0729,0.022
2002-08-13 22:05:00,412.0,412.0,1.01,0.558,0.217,0.121,0.0964,0.046
2002-08-13 22:10:00,414.0,414.0,0.17,0.15,0.123,0.0804,0.0671,0.0384
2002-08-13 22:15:00,426.0,426.0,0.47,0.268,0.0859,0.0579,0.0528,0.0423
2002-08-13 22:20:00,428.0,428.0,0.251,0.0953,0.0673,0.0319,0.0259,0.0137
2002-08-13 22:25:00,414.0,414.0,0.298,0.217,0.0733,0.0605,0.057,0.0465
2002-08-13 22:30:00,393.0,393.0,0.753,0.556,0.251,0.175,0.149,0.0853
2002-08-13 22:35:00,421.0,421.0,0.241,0.169,0.0488,0.0413,0.0392,0.018
2002-08-13 22:40:00,416.0,416.0,0.501,0.266,0.0906,0.0811,0.0785,0.0681
2002-08-13 22:45:00,415.0,415.0,0.555,0.314,0.111,0.0824,0.0746,0.064
2002-08-13 22:50:00,385.0,385.0,0.249,0.092,0.064,0.0284,0.0234,0.0129
2002-08-13 22:55:00,382.0,382.0,0.217,0.15,0.113,0.0649,0.0535,0.0301
2002-08-13 23:00:00,349.0,349.0,0.421,0.186,0.0632,0.0557,0.0536,0.0432
2002-08-13 23:05:00,301.0,301.0,0.458,0.438,0.207,0.0977,0.0542,0.0135
2002-08-13 23:10:00,260.0,260.0,0.136,0.117,0.0912,0.0836,0.0815,0.0603
2002-08-13 23:15:00,228.0,228.0,0.486,0.171,0.0488,0.0413,0.0392,0.018
2002-08-13 23:20:00,241.0,241.0,0.325,0.306,0.112,0.0834,0.0782,0.0678
2002-08-13 23:25:00,274.0,274.0,0.287,0.267,0.0697,0.0378,0.0327,0.0222
2002-08-13 23:30:00,285.0,285.0,0.233,0.17,0.135,0.0923,0.0794,0.052
2002-08-13 23:35:00,277.0,277.0,1.32,0.908,0.281,0.132,0.0863,0.0309
2002-08-13 23:40:00,261.0,261.0,0.5,0.299,0.0989,0.069,0.0638,0.0533
2002-08-13 23:45:00,270.0,270.0,0.318,0.299,0.118,0.0849,0.0757,0.0571
2002-08-13 23:50:00,282.0,282.0,0.528,0.333,0.103,0.0575,0.0453,0.0198
2002-08-13 23:55:00,263.0,263.0,0.475,0.277,0.198,0.124,0.0929,0.0395
2002-08-14 00:00:00,287.0,287.0,0.465,0.168,0.1,0.0923,0.0902,0.0798
2002-08-14 00:05:00,263.0,263.0,0.371,0.193,0.0863,0.0789,0.0767,0.0411
2002-08-14 00:10:00,309.0,309.0,0.0944,0.0748,0.0492,0.0417,0.0396,0.0292
2002-08-14 00:15:00,297.0,297.0,0.23,0.126,0.0989,0.0766,0.0703,0.0427
2002-08-14 00:20:00,307.0,307.0,0.3,0.103,0.0759,0.0423,0.033,0.0222
2002-08-14 00:25:00,296.0,296.0,0.103,0.0832,0.0564,0.0285,0.0234,0.0129
2002-08-14 00:30:00,303.0,303.0,0.297,0.214,0.0879,0.0546,0.0454,0.0346
2002-08-14 00:35:00,318.0,318.0,0.369,0.183,0.0542,0.0302,0.0235,0.0129
2002-08-14 00:40:00,335.0,335.0,0.281,0.261,0.0877,0.0585,0.0504,0.0396
2002-08-14 00:45:00,359.0,359.0,0.303,0.107,0.0794,0.0504,0.0452,0.0346
2002-08-14 00:50:00,329.0,329.0,0.748,0.315,0.061,0.0389,0.0328,0.0222
2002-08-14 00:55:00,368.0,368.0,0.276,0.256,0.23,0.202,0.194,0.114
2002-08-14 01:00:00,359.0,359.0,0.499,0.327,0.108,0.0743,0.0692,0.0587
2002-08-14 01:05:00,335.0,335.0,0.119,0.0995,0.0514,0.0439,0.0418,0.0135
2002-08-14 01:10:00,287.0,287.0,0.278,0.238,0.186,0.103,0.0804,0.0309
2002-08-14 01:15:00,278.0,278.0,0.391,0.372,0.123,0.0931,0.0879,0.0774
2002-08-14 01:20:00,286.0,286.0,0.277,0.107,0.0804,0.0728,0.0706,0.0603
2002-08-14 01:25:00,289.0,289.0,0.181,0.161,0.133,0.0912,0.0865,0.076
2002-08-14 01:30:00,303.0,303.0,0.724,0.462,0.0689,0.0393,0.0342,0.0237
2002-08-14 01:35:00,291.0,291.0,0.133,0.114,0.0869,0.0497,0.0395,0.018
2002-08-14 01:40:00,287.0,287.0,0.201,0.17,0.142,0.122,0.116,0.0617
2002-08-14 01:45:00,273.0,273.0,0.296,0.143,0.115,0.0736,0.0655,0.0483
2002-08-14 01:50:00,239.0,239.0,0.292,0.123,0.056,0.0484,0.0463,0.0135
2002-08-14 01:55:00,240.0,240.0,0.182,0.101,0.0638,0.0564,0.0542,0.0437
2002-08-14 02:00:00,242.0,242.0,0.296,0.0993,0.0721,0.0374,0.0277,0.0169
2002-08-14 02:05:00,224.0,224.0,0.308,0.225,0.129,0.112,0.107,0.0809
2002-08-14 02:10:00,219.0,219.0,0.211,0.132,0.0735,0.0658,0.0637,0.0533
2002-08-14 02:15:00,201.0,201.0,0.147,0.128,0.102,0.094,0.0916,0.0484
2002-08-14 02:20:00,231.0,231.0,0.222,0.203,0.0879,0.0546,0.0454,0.0346
2002-08-14 02:25:00,211.0,211.0,0.18,0.0962,0.0582,0.0311,0.0235,0.0129
2002-08-14 02:30:00,200.0,200.0,0.286,0.174,0.145,0.0897,0.0728,0.0362
2002-08-14 02:35:00,215.0,215.0,0.42,0.108,0.0329,0.0254,0.0233,0.0129
2002-08-14 02:40:00,215.0,215.0,0.916,0.347,0.083,0.0753,0.0733,0.0628
2002-08-14 02:45:00,209.0,209.0,0.272,0.107,0.0807,0.0733,0.0711,0.0467
2002-08-14 02:50:00,192.0,192.0,0.454,0.434,0.147,0.074,0.0454,0.0135
2002-08-14 02:55:00,155.0,155.0,0.527,0.507,0.163,0.094,0.0793,0.0492
2002-08-14 03:00:00,138.0,138.0,0.187,0.167,0.14,0.0948,0.0857,0.0675
2002-08-14 03:05:00,195.0,195.0,0.399,0.213,0.184,0.102,0.0847,0.0495
2002-08-14 03:10:00,221.0,221.0,0.532,0.512,0.0714,0.0281,0.0234,0.0129
2002-08-14 03:15:00,203.0,203.0,0.508,0.305,0.0953,0.0646,0.0596,0.049
2002-08-14 03:20:00,221.0,221.0,0.838,0.417,0.0847,0.0558,0.0506,0.0401
2002-08-14 03:25:00,170.0,170.0,0.382,0.341,0.228,0.1,0.0543,0.0135
2002-08-14 03:30:00,163.0,163.0,0.587,0.569,0.115,0.0698,0.0653,0.0548
2002-08-14 03:35:00,182.0,182.0,1.31,0.596,0.177,0.0857,0.0676,0.0305
2002-08-14 03:40:00,175.0,175.0,1.06,0.465,0.108,0.0731,0.0681,0.0575
2002-08-14 03:45:00,161.0,161.0,1.16,0.353,0.0931,0.0555,0.0506,0.0401
2002-08-14 03:50:00,175.0,175.0,0.847,0.233,0.142,0.0767,0.0598,0.0244
2002-08-14 03:55:00,153.0,153.0,2.67,1.16,0.224,0.102,0.0838,0.0456
2002-08-14 04:00:00,177.0,177.0,3.15,0.923,0.0877,0.0501,0.0451,0.0346
2002-08-14 04:05:00,135.0,135.0,2.07,0.875,0.132,0.0973,0.092,0.0817
2002-08-14 04:10:00,116.0,116.0,4.38,1.77,0.125,0.0794,0.0748,0.0644
2002-08-14 04:15:00,141.0,141.0,3.02,0.984,0.0883,0.0481,0.0433,0.0328
2002-08-14 04:20:00,149.0,149.0,2.51,0.612,0.0693,0.0282,0.0234,0.0129
2002-08-14 04:25:00,128.0,128.0,2.01,0.701,0.182,0.071,0.0428,0.0135
2002-08-14 04:30:00,102.0,102.0,2.42,0.435,0.0843,0.0542,0.0491,0.0386
2002-08-14 04:35:00,106.0,106.0,1.44,0.259,0.111,0.0851,0.0802,0.0697
2002-08-14 04:40:00,121.0,121.0,2.73,0.713,0.274,0.169,0.141,0.0783
2002-08-14 04:45:00,145.0,145.0,2.8,0.597,0.18,0.103,0.0804,0.0309
2002-08-14 04:50:00,121.0,121.0,4.43,1.27,0.216,0.126,0.107,0.0668
2002-08-14 04:55:00,128.0,128.0,3.76,1.55,0.266,0.0918,0.05,0.0135
2002-08-14 05:00:00,132.0,132.0,3.24,1.02,0.273,0.142,0.0918,0.0309
2002-08-14 05:05:00,161.0,161.0,3.61,1.04,0.278,0.114,0.0583,0.0135
2002-08-14 05:10:00,127.0,127.0,4.53,0.912,0.307,0.191,0.144,0.061
2002-08-14 05:15:00,139.0,139.0,3.51,0.83,0.184,0.103,0.0832,0.0429
2002-08-14 05:20:00,123.0,123.0,2.36,0.638,0.11,0.0569,0.047,0.0267
2002-08-14 05:25:00,106.0,106.0,1.42,0.0993,0.0698,0.0463,0.0398,0.0292
2002-08-14 05:30:00,92.7,92.7,3.21,0.495,0.0766,0.0384,0.0308,0.0152
2002-08-14 05:35:00,94.8,94.8,2.06,0.229,0.125,0.107,0.103,0.092
2002-08-14 05:40:00,103.0,103.0,2.69,0.793,0.372,0.234,0.182,0.0828
2002-08-14 05:45:00,113.0,113.0,3.95,0.787,0.064,0.0284,0.0234,0.0129
2002-08-14 05:50:00,88.3,88.3,5.33,0.721,0.0783,0.0447,0.0397,0.0292
2002-08-14 05:55:00,83.4,83.4,4.75,0.984,0.194,0.108,0.0871,0.0441
2002-08-14 06:00:00,88.5,88.5,4.6,0.989,0.16,0.0766,0.0608,0.0284
2002-08-14 06:05:00,83.4,83.4,1.7,0.254,0.221,0.12,0.0889,0.0394
2002-08-14 06:10:00,78.0,78.0,3.15,0.695,0.187,0.0871,0.05,0.0135
2002-08-14 06:15:00,73.3,73.3,3.04,0.646,0.105,0.0587,0.0541,0.0437
2002-08-14 06:20:00,40.5,40.5,5.93,0.851,0.08,0.0402,0.0353,0.0248
2002-08-14 06:25:00,41.2,41.2,11.2,1.26,0.0929,0.052,0.0472,0.0367
2002-08-14 06:30:00,22.7,22.7,16.5,1.56,0.119,0.0578,0.0453,0.0198
2002-08-14 06:35:00,37.6,37.6,9.98,1.19,0.222,0.104,0.0802,0.0309
2002-08-14 06:40:00,71.9,71.9,10.0,1.23,0.249,0.135,0.0966,0.0396
2002-08-14 06:45:00,93.1,93.1,13.3,1.93,0.177,0.0986,0.0865,0.0611
2002-08-14 06:50:00,103.0,103.0,8.63,1.04,0.196,0.104,0.0802,0.0309
2002-08-14 06:55:00,110.0,110.0,7.43,1.18,0.157,0.0944,0.083,0.0593
2002-08-14 07:00:00,131.0,131.0,11.7,1.96,0.174,0.0839,0.0701,0.0413
2002-08-14 07:05:00,135.0,135.0,10.8,1.34,0.199,0.11,0.0935,0.0601
2002-08-14 07:10:00,169.0,169.0,10.4,2.08,0.482,0.214,0.138,0.0488
2002-08-14 07:15:00,159.0,159.0,8.09,1.22,0.165,0.0805,0.0708,0.0494
2002-08-14 07:20:00,181.0,181.0,10.7,2.14,0.38,0.209,0.17,0.0881
2002-08-14 07:25:00,193.0,193.0,12.6,2.88,0.431,0.126,0.0603,0.0135
2002-08-14 07:30:00,192.0,192.0,13.5,4.39,0.767,0.364,0.29,0.139
2002-08-14 07:35:00,181.0,181.0,12.9,2.93,0.388,0.146,0.112,0.0536
2002-08-14 07:40:00,133.0,133.0,15.4,4.49,0.511,0.174,0.134,0.0542
2002-08-14 07:45:00,86.7,86.7,16.9,4.94,0.615,0.269,0.227,0.12
2002-08-14 07:50:00,44.3,44.3,20.7,5.65,0.603,0.176,0.119,0.0457
2002-08-14 07:55:00,15.6,15.6,24.1,7.4,0.183,0.0538,0.0471,0.0278
2002-08-14 08:00:00,9.31,9.31,21.7,5.92,0.548,0.132,0.0748,0.022
2002-08-14 08:05:00,17.6,17.6,20.4,5.19,0.146,0.061,0.0569,0.0447
2002-08-14 08:10:00,5.5,5.5,19.8,5.58,0.527,0.238,0.208,0.127
2002-08-14 08:15:00,10.5,10.5,19.0,5.42,0.548,0.191,0.141,0.0625
2002-08-14 08:20:00,15.7,15.7,19.0,4.6,0.499,0.118,0.0582,0.0135
2002-08-14 08:25:00,28.2,28.2,19.7,5.27,0.295,0.152,0.142,0.115
2002-08-14 08:30:00,15.5,15.5,17.3,6.05,0.64,0.217,0.163,0.07
2002-08-14 08:35:00,19.0,19.0,12.6,4.7,0.632,0.18,0.103,0.031
2002-08-14 08:40:00,8.43,8.43,13.0,4.45,0.274,0.0834,0.0664,0.0266
2002-08-14 08:45:00,2.09,2.09,14.5,4.43,0.396,0.0902,0.0498,0.0135
2002-08-14 08:50:00,0.451,0.451,14.1,4.93,0.221,0.0728,0.0627,0.0365
