sep_index,lasco_cme_width,p_cme_width,lasco_linear_speed,p_cme_speed,ppf_gt10MeV,fl_rise_time,fl_lon,fl_lat,fluence_gt10MeV,gsep_fluence_gt10MeV,gsep_pf_gt10MeV,cme_fl_interval,fl_cme_launch_interval,fl_cme_peak_interval,GOES_X_ray_flux_value
gsep_224,1.0,1.0,0.5213505461767627,0.5393437400446002,0.0007443852882539176,0.0744336569579288,0.0,0.2857142857142857,0.007610283457071107,0.004037583247252728,0.000669203121945351,0.9735525375268048,0.839568801521877,0.8520408163265306,0.1174789195369444
gsep_225,0.18928571428571428,0.2724358974358974,0.31214829526646803,0.3380057343102899,0.0006495961013400872,0.07119741100323625,0.7031963470319634,0.6349206349206349,0.0005711815908829789,0.00035965032372033346,0.0006165691685339188,0.9506790564689064,0.8313253012048193,0.8431122448979592,0.00778905245105045
gsep_226,1.0,1.0,0.40350877192982454,0.42593182542210895,8.356924234035664e-05,0.18446601941747573,0.365296803652968,0.2698412698412698,0.0008863162617149672,0.00024975542596578684,7.719646500343375e-05,0.9349535382416011,0.807863031071655,0.8418367346938775,0.01815063598685151
gsep_227,1.0,0.0,0.2092022509102946,0.0,0.0010531272113446797,0.022653721682847898,0.7397260273972602,0.38095238095238093,0.0014607805054191127,0.0010556659242849263,0.0008672070419216908,0.952108649035025,0.8478123018389346,0.8501275510204082,0.018865227954837787
gsep_228,1.0,1.0,0.5120820920225091,0.530423701815865,0.00924794259102567,0.06472491909385113,0.8264840182648402,0.4603174603174603,0.02166003753166392,0.019503800592194868,0.00790010576918257,0.9399571122230165,0.8249841471147749,0.8354591836734694,0.11033299985708162
gsep_229,1.0,1.0,0.4574644157563721,0.47785919082510353,0.00555425945851,0.14563106796116504,0.3287671232876712,0.6349206349206349,0.002445576351769076,0.0017393167845563978,0.005168152949255856,0.9342387419585418,0.8211794546607483,0.8475765306122449,0.0014291839359725598
gsep_231,1.0,1.0,0.48725587553790134,0.5065307422746097,0.010663590080485693,0.038834951456310676,0.589041095890411,0.30158730158730157,0.00895617111374939,0.008822826410006049,0.010080655267656186,0.9320943531093638,0.8275206087507927,0.8329081632653061,0.016006860082892666
gsep_232,1.0,1.0,0.23535253227408143,0.26409684612934053,1.3541312416261496e-05,0.09061488673139159,0.3333333333333333,0.6507936507936508,0.00024072787355221333,6.023890056317842e-05,1.0526790682286423e-05,0.9413867047891351,0.7850348763474952,0.8003826530612245,0.00021437759039588393
gsep_233,1.0,1.0,0.24031777557100298,0.26887543803759156,5.726040678876288e-05,0.05177993527508091,0.502283105022831,0.746031746031746,2.4072787355221334e-05,5.6514167950154436e-05,6.0654365359840796e-05,0.949964260185847,0.8376664552948636,0.8456632653061225,0.00921823638702301
gsep_234,1.0,1.0,0.3310162197947699,0.3561643835616438,0.0032564921887906564,0.022653721682847898,0.547945205479452,0.38095238095238093,0.0028832633945912825,0.002342799709807365,0.002987603450782241,0.9406719085060757,0.8287888395688016,0.8309948979591837,0.12819779905673861
gsep_235,1.0,1.0,0.4862628268785171,0.5055750238929595,0.0007768844380529451,0.025889967637540454,0.7534246575342466,0.38095238095238093,0.0007714234129741382,0.0005721658799804361,0.0006316074409371852,0.9256611865618298,0.8256182625237793,0.8284438775510204,0.03279977133057024
gsep_236,1.0,1.0,0.4789804700430321,0.4985664224275247,0.0008639357321574833,0.08090614886731391,0.1917808219178082,0.36507936507936506,0.002336154591063525,0.0002330836063018465,0.00035590578021063606,0.9471050750536097,0.8230818008877616,0.8367346938775511,0.023867371730741743
gsep_237,0.6678571428571428,0.7019230769230769,0.11684872558755378,0.15004778591908252,0.00012535386351053497,0.05177993527508091,0.0502283105022831,0.23809523809523808,0.00036656289836359756,5.518996908594527e-05,2.005102987102175e-05,0.9149392423159399,0.8693722257450857,0.8775510204081632,0.005645276547091611
gsep_238,0.325,0.3942307692307692,0.3876199933796756,0.41064033131570565,0.017640074237343612,0.1779935275080906,0.6301369863013698,0.5238095238095238,0.01498531012862528,0.011122254956469374,0.011634610082660372,0.9292351679771265,0.8186429930247305,0.8514030612244898,0.04244676289838502
gsep_239,1.0,1.0,0.6928169480304535,0.7043644472762026,1.0,0.2459546925566343,0.4200913242009132,0.23809523809523808,0.9179336794708364,0.7356660826817532,0.7393366116767173,0.9349535382416011,0.781864299302473,0.8278061224489796,0.6141203372874088
gsep_240,1.0,1.0,0.5504799735187024,0.5673781459063396,0.12519523670794447,0.02912621359223301,0.4657534246575342,0.25396825396825395,0.17277148906603057,0.12630242246173262,0.08266538340075492,0.9278055754110078,0.8275206087507927,0.8309948979591837,0.3568672288123481
gsep_242,1.0,1.0,0.7388282025819265,0.7486460656259956,0.05581651599054894,0.061488673139158574,0.7123287671232876,0.2698412698412698,0.1180606087132548,0.08872768410788621,0.03930503130467039,0.9249463902787706,0.8186429930247305,0.8284438775510204,0.2961269115335144
gsep_243,1.0,1.0,0.7583581595498179,0.7674418604651163,0.012558600029481374,0.05825242718446602,0.8356164383561644,0.19047619047619047,0.018377384710497376,0.012481247423898133,0.008802402113378549,0.9256611865618298,0.8205453392517438,0.829719387755102,1.0
gsep_244,1.0,1.0,0.1002979145978153,0.1341191462249124,0.00022401199682901154,0.02912621359223301,0.4931506849315068,0.5079365079365079,0.00017835746995004896,9.861022055830868e-05,0.00010827556130351746,0.9471050750536097,0.8357641090678504,0.8392857142857143,0.03387165928254966
gsep_246,0.25,0.3269230769230769,0.33995365772922875,0.3647658489964957,0.003961027329076719,0.19093851132686085,0.8767123287671232,0.2698412698412698,0.004710606798373993,0.0026587849006455533,0.0021830558772074934,0.9392423159399571,0.8465440710209258,0.8820153061224489,0.002429612691153351
gsep_247,0.8357142857142857,0.8525641025641025,0.42336974511751074,0.4450461930551131,0.001650105641581579,0.07119741100323625,0.6666666666666666,0.23809523809523808,0.0021063688935818664,0.00099472332365431,0.0008446496333167913,0.9406719085060757,0.8268864933417882,0.8386479591836735,0.0030012862655423747
gsep_249,1.0,1.0,0.32009268454154255,0.34565148136349155,0.09083783195076534,0.16828478964401294,0.6073059360730594,0.6190476190476191,0.014547623085803074,0.008459946646673799,0.052338200720834525,0.9299499642601858,0.818008877615726,0.8488520408163265,0.0035015006431327713
gsep_250,0.41785714285714287,0.4775641025641026,0.27341939755047995,0.30073271742593183,0.00026076698767314987,0.31715210355987056,0.9360730593607306,0.6190476190476191,0.0005186591457443142,0.00017244268018137685,0.00015263846489315308,0.9220872051465332,0.8091312618896639,0.8692602040816326,0.002572531084750607
gsep_251,1.0,1.0,0.31843760344256866,0.34405861739407456,0.012122569769677752,0.15857605177993528,0.2328767123287671,0.5396825396825397,0.01575126245356414,0.008033732572397843,0.006797299126276374,0.9242315939957112,0.8148383005707038,0.84375,0.016721452050878948
gsep_253,1.0,1.0,0.018536908308507117,0.05543166613571201,6.112935319340903e-05,0.022653721682847898,0.5570776255707762,0.6984126984126984,0.0002538584848368795,4.4589978074528374e-05,2.205613285812393e-05,0.9664045746962115,0.8433734939759037,0.8456632653061225,0.01457767614692011
gsep_255,1.0,1.0,0.4611055941741145,0.481363491557821,0.02012548540768829,0.06796116504854369,0.5342465753424658,0.6349206349206349,0.01498531012862528,0.00956306028588107,0.01236145991548491,0.9421015010721944,0.8053265694356373,0.8163265306122449,0.07103044161783621
gsep_258,1.0,1.0,1.0,1.0,0.015971784547660198,0.03559870550161812,0.680365296803653,0.6349206349206349,0.024176738027891605,0.016104622248188802,0.01058193101443173,0.9292351679771265,0.8224476854787571,0.8271683673469388,0.08889524081749321
gsep_259,1.0,1.0,0.28136378682555446,0.3083784644791335,0.00010716981540869811,0.061488673139158574,0.4657534246575342,0.6190476190476191,0.0006455883881627539,6.456424817415866e-05,3.458802652751252e-05,0.9442458899213724,0.8262523779327837,0.8360969387755102,0.004930684579105331
gsep_261,1.0,1.0,0.825885468387951,0.8324307104173304,0.013689106168918974,0.11003236245954692,0.4794520547945205,0.7301587301587301,0.023739050985069402,0.01673246040365019,0.009103167561443875,0.9356683345246605,0.8192771084337349,0.8386479591836735,0.09246820065742463
gsep_262,1.0,1.0,0.7219463753723933,0.5880853775087608,0.1631956413997384,0.5501618122977346,0.5707762557077626,0.7301587301587301,0.19246740599302983,0.15477123540241622,0.12627637337022724,0.9256611865618298,0.725428027901078,0.8309948979591837,0.13534371873660142
gsep_263,1.0,1.0,0.1708043694141013,0.9582669640012743,0.10375469641731695,0.07119741100323625,0.7351598173515982,0.7142857142857143,0.08041952303054509,0.04925275263293585,0.04657352963291578,0.956397426733381,0.8522511097019657,0.8641581632653061,0.25325139345433756
gsep_265,1.0,1.0,0.43793445878848064,0.4590633959859828,0.15543298733345637,0.13268608414239483,0.4063926940639269,0.6825396825396826,0.039824049808785476,0.02314609342190999,0.07865517742655058,0.9370979270907791,0.8091312618896639,0.8329081632653061,0.028154923538659424
gsep_267,1.0,1.0,0.34988414432307186,0.3743230328129978,0.0004932906665923829,0.14563106796116504,0.867579908675799,0.6666666666666666,0.0004475350012857057,0.00016446697779231507,0.0002681825245249159,0.9335239456754825,0.8249841471147749,0.8514030612244898,0.017436044018865227
gsep_268,1.0,1.0,0.5789473684210527,0.5947754061803122,0.004614492376821452,0.11650485436893204,0.867579908675799,0.6666666666666666,0.011921500828869837,0.008549542733449931,0.003313432686186344,0.9378127233738385,0.8230818008877616,0.84375,0.04244676289838502
gsep_272,1.0,1.0,0.2740814299900695,0.3013698630136986,0.00025573735734710993,0.1488673139158576,0.7031963470319634,0.31746031746031744,0.00019914760448410375,0.00011441286966654737,0.000137349554616499,0.9421015010721944,0.8211794546607483,0.8482142857142857,0.008860940403029871
gsep_273,1.0,1.0,0.6660046342270771,0.6785600509716471,0.0132820930071502,0.12297734627831715,0.7534246575342466,0.2857142857142857,0.026912282045530395,0.017148430655461004,0.008401381515958114,0.9356683345246605,0.8173747622067217,0.8392857142857143,0.019579819922824065
