sep_index,fl_rise_time,fl_lon,fl_lat,fluence_gt10MeV,GOES_X_ray_flux_value,sin_lat,cos_lat,sin_lon,cos_lon
gsep_105,0.02564102564102564,0.29955947136563876,0.1794871794871795,0.0016115357468476363,0.012433900242961269,0.1696045581804509,0.7169340542220317,0.23504036788339755,0.9051376709249714
gsep_106,0.07371794871794872,0.1013215859030837,0.7692307692307693,0.0099487632510767,0.07460340145776762,0.7912398340135461,0.6638049367281713,0.012814967607382377,0.5161432909206987
gsep_107,0.13782051282051283,0.6035242290748899,0.21794871794871795,0.00027998641972863745,0.00993282835500929,0.2086194521538418,0.7883579578794263,0.8009075115760241,0.8742897981088588
gsep_108,0.057692307692307696,0.29955947136563876,0.19230769230769232,0.0013598871476386226,0.025653851650707445,0.1825239940828953,0.7418522483131734,0.23504036788339755,0.9051376709249714
gsep_109,0.035256410256410256,0.3744493392070485,0.2948717948717949,0.00043316382794281974,0.21752179505502356,0.28867023631790967,0.9007505042580342,0.37059047744873963,0.9787277724216366
gsep_110,0.03205128205128205,0.5506607929515418,0.358974358974359,0.002125774188709534,0.08889524081749321,0.35691502199182035,0.962682043925726,0.7113091308703497,0.9415087187913977
gsep_111,0.0,0.7665198237885462,0.38461538461538464,0.00023950381898631788,0.0014291839359725598,0.38447823352579336,0.9792530570664137,0.9806308479691594,0.5477863338067579
gsep_112,0.01282051282051282,0.6475770925110133,0.2564102564102564,0.00020230359127715932,0.027440331570673143,0.24834430588727566,0.8496861399861888,0.8656768508095852,0.8014741806380747
gsep_113,0.19230769230769232,0.4845814977973568,0.2948717948717949,0.004095198008606163,0.01529226811490639,0.28867023631790967,0.9007505042580342,0.5868240888334652,0.9905156046308663
gsep_114,0.01282051282051282,0.6123348017621145,0.6153846153846154,7.177455699178827e-05,0.0008575103615835357,0.6330550590427063,0.9154661011397293,0.8146601955249186,0.8608740489245148
gsep_115,0.00641025641025641,0.8370044052863436,0.2564102564102564,0.00012899726020322921,0.004216092611119051,0.24834430588727566,0.8496861399861888,1.0,0.37570819005542727
gsep_116,0.6858974358974359,0.44933920704845814,0.5384615384615384,0.00027889229538425046,0.1174789195369444,0.5508035488572625,0.9792530570664137,0.5174497483512505,0.9996196982971819
gsep_117,0.08012820512820513,0.31277533039647576,0.28205128205128205,0.0006990360436288647,0.027440331570673143,0.2751682654906719,0.884878696847647,0.2575951898768315,0.9217261100386727
gsep_118,0.035256410256410256,0.31718061674008813,0.2564102564102564,0.00013227963323639026,0.0021080463055595253,0.24834430588727566,0.8496861399861888,0.2652642186070546,0.9269251408875305
gsep_119,0.009615384615384616,0.4052863436123348,0.1282051282051282,0.04876829498992804,0.026011147634700586,0.1188735940238011,0.6063400109878387,0.4304134495199673,0.9939244350204186
gsep_120,0.016025641025641024,0.3656387665198238,0.7435897435897436,3.3151967634926594e-05,0.0008575103615835357,0.7656772242026049,0.7169340542220317,0.3538141476386316,0.9727214170141936
gsep_122,0.019230769230769232,0.7444933920704846,0.5769230769230769,0.019664587429233406,0.1389166785765328,0.5920998706558214,0.95263257252847,0.9667902132486008,0.5994343659031881
gsep_124,0.10576923076923077,0.14096916299559473,0.34615384615384615,0.0008730018143864003,0.016721452050878948,0.34318191172723445,0.95263257252847,0.03640807271660629,0.6095720182762175
gsep_125,0.08974358974358974,0.7092511013215859,0.1794871794871795,0.17174787129902866,0.06031156209804202,0.1696045581804509,0.7169340542220317,0.9373098535696979,0.678370865357554
gsep_126,0.01282051282051282,0.8370044052863436,0.16666666666666666,0.06189778712257223,0.32113763041303417,0.15677590703218441,0.6909156418735486,1.0,0.37570819005542727
gsep_127,0.035256410256410256,0.8325991189427313,0.358974358974359,0.00015635036881290462,0.01529226811490639,0.35691502199182035,0.962682043925726,0.9999238475781956,0.3866035844580473
gsep_129,0.02564102564102564,0.6828193832599119,0.2948717948717949,0.0007045066653507998,0.0024653422895526645,0.28867023631790967,0.9007505042580342,0.909576022144496,0.7337872616465798
gsep_130,0.060897435897435896,0.31277533039647576,0.41025641025641024,0.0008128249754451144,0.027083035586680005,0.41214276594790666,0.991103937017055,0.2575951898768315,0.9217261100386727
gsep_131,0.1858974358974359,0.6519823788546255,0.4230769230769231,0.0017647131550618186,0.024581963698728025,0.4260024983884486,0.9952545898558098,0.8715724127386971,0.7934409473885083
gsep_132,0.08974358974358974,0.5726872246696035,0.3333333333333333,0.0002405979433307049,0.018865227954837787,0.32948671287345455,0.9414110868219336,0.75,0.9163607568419939
gsep_133,0.009615384615384616,0.44933920704845814,0.5769230769230769,0.07152608135317798,0.013863084178933829,0.5920998706558214,0.95263257252847,0.5174497483512505,0.9996196982971819
gsep_134,0.12179487179487179,0.5462555066079295,0.6153846153846154,0.0012285922263121805,0.01100471630698871,0.6330550590427063,0.9154661011397293,0.7033683215379001,0.9460271372737695
gsep_135,0.01282051282051282,0.6740088105726872,0.32051282051282054,0.0020163617542708324,0.004930684579105331,0.3158335971207199,0.9290210049793687,0.8993177550236464,0.7514163801108544
gsep_136,0.019230769230769232,0.5859030837004405,0.28205128205128205,0.0028478962560049646,0.07460340145776762,0.2751682654906719,0.884878696847647,0.7723195175075135,0.8992833568653188
gsep_137,0.019230769230769232,0.7180616740088106,0.23076923076923078,0.03629527746391605,0.3354294697727598,0.2217875253930232,0.809931307264892,0.9455032620941839,0.65913074083547
gsep_138,0.13782051282051283,0.9647577092511013,0.24358974358974358,0.1065380603735625,0.004573388595112191,0.23503048794906178,0.8303761105288554,0.937309853569698,0.07304551475330053
gsep_139,0.09935897435897435,0.3524229074889868,0.23076923076923078,0.0005940001065677112,0.023867371730741743,0.2217875253930232,0.809931307264892,0.32898992833716567,0.9623505970774211
gsep_140,0.035256410256410256,0.5066079295154186,0.2692307692307692,0.004937673753784166,0.03887380305845363,0.26172492368974687,0.8678555136148586,0.6294095225512604,0.9787277724216366
gsep_141,0.035256410256410256,0.7268722466960352,0.32051282051282054,0.002990132420775277,0.09604116049735603,0.3158335971207199,0.9290210049793687,0.953153893518325,0.6395453095931576
gsep_142,0.11538461538461539,0.8898678414096917,0.32051282051282054,0.0009572493889042006,0.027083035586680005,0.3158335971207199,0.9290210049793687,0.9890738003669028,0.24591062428617183
gsep_143,0.125,0.947136563876652,0.6794871794871795,0.0007887542398686,0.003144204659139631,0.700251294433994,0.8303761105288554,0.953153893518325,0.11187107051769686
gsep_144,0.035256410256410256,0.21585903083700442,1.0,0.000718730281827831,0.031727883378590824,1.0,0.0,0.11142701927151455,0.7685877560189565
gsep_145,0.07051282051282051,0.4008810572687225,0.9102564102564102,0.036623514767232156,0.03530084321852222,0.9239772739359485,0.2960902576065605,0.4217827674798846,0.9923139318667175
gsep_146,0.10576923076923077,0.4008810572687225,0.6923076923076923,0.00048021117475146143,0.024939259682721166,0.7134942569900327,0.809931307264892,0.4217827674798846,0.9923139318667175
gsep_147,0.1346153846153846,0.7973568281938326,0.7564102564102564,0.035310565553967735,0.00957553237101615,0.7785058753508715,0.6909156418735486,0.9938441702975689,0.473368945373104
gsep_148,0.02564102564102564,0.6960352422907489,0.7307692307692307,0.00042112846015456256,0.00814634843504359,0.7527577883001605,0.7418522483131734,0.924024048078213,0.7065324466480709
gsep_149,0.1762820512820513,0.5198237885462555,0.7435897435897436,0.0010283674712893566,0.029584107474631985,0.7656772242026049,0.7169340542220317,0.6545084971874737,0.9694449839729087
gsep_151,0.02564102564102564,1.0,0.8205128205128205,0.010014410711739922,3.5729598399314024e-05,0.8411516234768481,0.5446092891612546,0.8993177550236464,0.0
gsep_152,0.1858974358974359,0.022026431718061675,0.8076923076923077,0.001994479267383092,0.01815063598685151,0.8288349175177434,0.5760032947659386,0.0019026509541272274,0.3212975736684281
gsep_154,0.08333333333333333,0.29955947136563876,0.6538461538461539,0.0014911820689650645,0.01529226811490639,0.673556858693309,0.8678555136148586,0.23504036788339755,0.9051376709249714
gsep_157,0.035256410256410256,0.7444933920704846,0.6794871794871795,0.0036466070274074865,0.013505788194940686,0.700251294433994,0.8303761105288554,0.9667902132486008,0.5994343659031881
gsep_159,0.09294871794871795,0.7312775330396476,0.6666666666666666,0.00251965895268886,0.0030370158639416887,0.6869374764957801,0.8496861399861888,0.9567727288213004,0.6296305451319982
gsep_160,0.04807692307692308,0.73568281938326,0.15384615384615385,0.00023184494857560875,0.002358153494354723,0.14404194836950962,0.6638049367281713,0.9602524267262202,0.6196384334616813
gsep_161,0.08653846153846154,0.36123348017621143,0.717948717948718,0.004084256765162293,0.0817493211376304,0.7397515030288674,0.7656626338236662,0.3454915028125263,0.9694449839729087
gsep_162,0.07051282051282051,0.6079295154185022,0.7435897435897436,0.0016443594771792468,0.01815063598685151,0.7656772242026049,0.7169340542220317,0.8078307376628291,0.8676568496803544
gsep_163,0.11217948717948718,0.6828193832599119,0.6666666666666666,0.0005753999927131318,0.006359868515077891,0.6869374764957801,0.8496861399861888,0.909576022144496,0.7337872616465798
gsep_164,0.02564102564102564,0.7224669603524229,0.6666666666666666,0.0003281278908816662,0.019937115906817206,0.6869374764957801,0.8496861399861888,0.9493970231495835,0.6493797067118584
gsep_165,0.0673076923076923,0.4713656387665198,0.7435897435897436,0.043297673267992956,0.203229955695298,0.7656772242026049,0.7169340542220317,0.5609346717025737,0.9953466235171085
gsep_166,0.05448717948717949,0.6872246696035242,0.6410256410256411,0.0006585534428865451,0.01279119622695441,0.6601135168923838,0.884878696847647,0.9145187862775208,0.7248077398713404
gsep_167,0.016025641025641024,0.7841409691629956,0.6025641025641025,0.0006432357020651269,0.003858796627125911,0.6194481852623359,0.9290210049793687,0.9890738003669028,0.5055057558246827
gsep_169,0.035256410256410256,0.788546255506608,0.6666666666666666,0.0002701393006291543,0.0035015006431327713,0.6869374764957801,0.8496861399861888,0.990813591723832,0.4948286831327561
gsep_170,0.1346153846153846,0.4801762114537445,0.24358974358974358,0.01714810143714327,0.003144204659139631,0.23503048794906178,0.8303761105288554,0.5782172325201155,0.9923139318667175
gsep_171,0.15384615384615385,0.9118942731277533,0.5128205128205128,0.0014364758517457137,0.00850364441903673,0.5231390164351492,0.991103937017055,0.9781523779815178,0.19318292933748976
gsep_173,0.09294871794871795,0.28634361233480177,0.14102564102564102,0.0005513292571366175,0.01529226811490639,0.13140656107959175,0.635610196969315,0.21321178182447698,0.8870981024043987
gsep_174,0.14743589743589744,0.7797356828193832,0.5897435897435898,0.7746103850562747,0.026011147634700586,0.6057950695096013,0.9414110868219336,0.9871850323926177,0.5161432909206987
gsep_175,0.022435897435897436,0.46255506607929514,0.7564102564102564,0.000182609353078193,0.07103044161783621,0.7785058753508715,0.6909156418735486,0.5435778713738291,0.9976243811843102
gsep_176,0.07051282051282051,0.4713656387665198,0.7435897435897436,0.0027603663084540034,0.0817493211376304,0.7656772242026049,0.7169340542220317,0.5609346717025737,0.9953466235171085
gsep_177,0.10256410256410256,0.22026431718061673,0.5512820512820513,0.0261199210611168,0.028869515506645703,0.5645999219542657,0.9715564398473622,0.116977778440511,0.7769952303165825
gsep_178,0.04487179487179487,0.23788546255506607,0.3717948717948718,0.000586341236157002,0.027083035586680005,0.3706818604287901,0.9715564398473622,0.1403300998306744,0.8093777214424221
gsep_179,0.0641025641025641,0.7004405286343612,0.41025641025641024,0.0025524826830204705,0.004930684579105331,0.41214276594790666,0.991103937017055,0.9285836503510562,0.6972422420313934
gsep_180,0.07371794871794872,0.32158590308370044,0.6538461538461539,0.0002416920676750919,0.0074317564670573115,0.673556858693309,0.8678555136148586,0.2730047501302266,0.9319562657134062
gsep_181,0.057692307692307696,0.5242290748898678,0.717948717948718,0.0029791911773314065,0.06031156209804202,0.7397515030288674,0.7656626338236662,0.6627840772285783,0.9659876929525391
gsep_182,0.12179487179487179,0.7136563876651982,0.6794871794871795,0.04296943596467685,0.03887380305845363,0.700251294433994,0.8303761105288554,0.9414737964294635,0.6687954417045381
gsep_183,0.060897435897435896,0.7841409691629956,0.6794871794871795,0.04165648675141243,0.7141632128054881,0.700251294433994,0.8303761105288554,0.9890738003669028,0.5055057558246827
gsep_184,0.04487179487179487,0.4581497797356828,0.19230769230769232,0.00024606856505264,0.027797627554666287,0.1825239940828953,0.7418522483131734,0.5348782368720626,0.9984792565277715
gsep_185,0.0641025641025641,0.4801762114537445,0.16666666666666666,0.014959852748369236,0.0817493211376304,0.15677590703218441,0.6909156418735486,0.5782172325201155,0.9923139318667175
gsep_186,0.15705128205128205,0.6299559471365639,0.21794871794871795,0.0026290713871275615,0.07103044161783621,0.2086194521538418,0.7883579578794263,0.8409991800312493,0.832286316148922
gsep_187,0.09935897435897435,0.8149779735682819,0.20512820512820512,0.0394682380626384,0.5140774617693297,0.1955302793541884,0.7656626338236662,0.9980973490458728,0.4301188064424263
gsep_188,0.009615384615384616,0.947136563876652,0.20512820512820512,0.0125527791907178,0.00035729598399313994,0.1955302793541884,0.7656626338236662,0.953153893518325,0.11187107051769686
